Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Jamaree Bouyea,24.0,POR,PG,6.0,0.8,3.5,0.238,0.0,1.3,0.0,0.385,0.0,0.3,1.3,1.7,1.3,0.0,0.0,1.3,1.7
Jamaree Bouyea,24.0,SAS,PG,3.0,1.7,2.3,0.714,0.3,0.3,1.0,0.667,0.0,0.3,2.7,3.0,1.0,0.3,0.0,0.3,3.7
Amari Bailey,19.0,CHO,PG,10.0,0.8,2.4,0.333,0.1,0.8,0.125,0.438,0.857,0.6,0.3,0.9,0.7,0.3,0.0,0.4,2.3
Isaiah Mobley,24.0,CLE,PF,10.0,1.0,2.4,0.417,0.3,1.0,0.3,0.5,0.0,0.3,0.7,1.0,0.6,0.2,0.0,0.2,2.3
Chuma Okeke,25.0,ORL,SF,47.0,0.9,2.4,0.357,0.5,1.7,0.28,0.567,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,2.3
Olivier Sarr,24.0,OKC,C,15.0,0.7,1.3,0.579,0.1,0.4,0.333,0.692,0.667,0.7,1.7,2.4,0.1,0.0,0.5,0.2,2.3
Dereon Seabron,23.0,NOP,SG,6.0,0.7,2.2,0.308,0.2,0.3,0.5,0.273,0.833,0.2,1.0,1.2,0.8,0.3,0.2,0.0,2.3
Cole Swider,24.0,MIA,SF,18.0,0.8,2.1,0.395,0.6,1.7,0.333,0.625,1.0,0.1,0.3,0.4,0.3,0.1,0.1,0.4,2.3
Udoka Azubuike,24.0,PHO,C,16.0,1.0,1.4,0.696,0.0,0.0,0.0,0.696,0.231,0.7,1.3,2.0,0.2,0.1,0.4,0.3,2.2
Reggie Bullock,32.0,HOU,SF,44.0,0.8,1.9,0.415,0.6,1.5,0.403,0.467,1.0,0.1,1.5,1.7,0.3,0.3,0.1,0.2,2.2
Trent Forrest,25.0,ATL,SG,38.0,0.9,2.4,0.378,0.1,0.3,0.2,0.4,0.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,2.2
Nate Hinton,24.0,HOU,SG,15.0,0.7,1.7,0.423,0.5,0.9,0.5,0.333,0.8,0.5,1.0,1.5,0.7,0.2,0.1,0.2,2.2
Andre Jackson Jr.,22.0,MIL,SG,57.0,0.9,1.8,0.5,0.3,0.8,0.37,0.611,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,2.2
Julian Phillips,20.0,CHI,SF,40.0,0.8,1.9,0.416,0.3,1.0,0.316,0.513,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,2.2
Ish Wainright,29.0,2TM,SF,11.0,0.6,2.2,0.292,0.6,1.8,0.35,0.0,1.0,0.3,1.0,1.3,0.1,0.4,0.1,0.2,2.1
Ish Wainright,29.0,POR,SF,7.0,0.9,2.6,0.333,0.9,2.3,0.375,0.0,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,2.9
Ish Wainright,29.0,PHO,SF,4.0,0.3,1.5,0.167,0.3,1.0,0.25,0.0,0.0,0.8,0.5,1.3,0.3,0.5,0.0,0.3,0.8
Colby Jones,21.0,SAC,SG,30.0,0.9,2.4,0.394,0.1,0.7,0.091,0.531,0.545,0.6,0.8,1.3,0.7,0.2,0.2,0.3,2.1
Mamadi Diakite,27.0,2TM,PF,6.0,0.7,1.0,0.667,0.0,0.2,0.0,0.8,0.667,0.2,0.5,0.7,0.3,0.2,0.2,0.2,2.0
Mamadi Diakite,27.0,SAS,PF,3.0,1.3,1.7,0.8,0.0,0.0,0.0,0.8,0.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,4.0
Mamadi Diakite,27.0,NYK,PF,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0
Kobe Brown,24.0,LAC,PF,44.0,0.8,2.0,0.411,0.3,1.1,0.292,0.548,0.5,0.5,1.0,1.4,0.6,0.3,0.1,0.2,2.0
JD Davison,21.0,BOS,SG,8.0,0.6,1.5,0.417,0.4,0.9,0.429,0.4,0.75,0.3,1.0,1.3,1.3,0.1,0.1,0.3,2.0
Jordan Ford,25.0,SAC,PG,6.0,0.7,1.2,0.571,0.3,0.5,0.667,0.5,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,2.0
Kevon Harris,26.0,ORL,SG,2.0,1.0,1.5,0.667,0.0,0.0,0.0,0.667,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,2.0
D'Moi Hodge,25.0,LAL,SG,7.0,0.7,2.1,0.333,0.4,1.7,0.25,0.667,0.5,0.0,0.0,0.0,0.7,0.1,0.1,0.1,2.0
Ty Jerome,26.0,CLE,SG,2.0,1.0,2.0,0.5,0.0,0.5,0.0,0.667,0.0,0.5,0.0,0.5,1.5,0.0,0.0,0.5,2.0
Markquis Nowell,24.0,TOR,SG,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
Jericho Sims,25.0,NYK,C,45.0,0.8,1.2,0.691,0.0,0.0,0.0,0.691,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,2.0
Lindell Wigginton,25.0,MIL,PG,3.0,0.7,1.7,0.4,0.0,0.7,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0
Isaiah Wong,23.0,IND,SG,1.0,1.0,3.0,0.333,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Justin Minaya,24.0,POR,SF,34.0,0.6,2.2,0.297,0.4,1.4,0.245,0.4,0.556,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1.8
Daishen Nix,21.0,MIN,PG,15.0,0.6,1.6,0.375,0.4,1.1,0.353,0.429,0.5,0.1,0.1,0.2,0.4,0.3,0.0,0.3,1.8
Cody Zeller,31.0,NOP,C,43.0,0.6,1.4,0.419,0.0,0.1,0.333,0.424,0.605,1.1,1.5,2.6,0.9,0.2,0.1,0.4,1.8
Taj Gibson,38.0,2TM,PF,20.0,0.8,1.9,0.405,0.1,0.5,0.2,0.481,1.0,0.6,1.3,1.9,0.6,0.2,0.4,0.3,1.7
Taj Gibson,38.0,NYK,PF,16.0,0.4,1.4,0.304,0.0,0.4,0.0,0.412,1.0,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.0
Taj Gibson,38.0,DET,PF,4.0,2.0,3.5,0.571,0.5,1.0,0.5,0.6,0.0,0.5,1.8,2.3,0.5,0.3,0.3,0.0,4.5
P.J. Tucker,38.0,2TM,PF,31.0,0.6,1.6,0.36,0.4,1.1,0.371,0.333,1.0,0.9,1.8,2.7,0.5,0.5,0.2,0.3,1.7
P.J. Tucker,38.0,PHI,PF,3.0,0.7,1.7,0.4,0.7,1.7,0.4,0.0,0.0,0.3,4.3,4.7,0.0,1.0,0.7,0.7,2.0
P.J. Tucker,38.0,LAC,PF,28.0,0.6,1.6,0.356,0.4,1.1,0.367,0.333,1.0,1.0,1.6,2.5,0.6,0.5,0.2,0.2,1.6
Kessler Edwards,23.0,SAC,SF,54.0,0.6,1.5,0.415,0.4,1.0,0.385,0.467,0.556,0.2,0.6,0.8,0.3,0.2,0.1,0.1,1.7
Leonard Miller,20.0,MIN,SF,17.0,0.8,1.2,0.65,0.1,0.3,0.4,0.733,0.5,0.3,0.9,1.2,0.5,0.1,0.1,0.1,1.7
Jason Preston,24.0,UTA,PG,7.0,0.9,2.7,0.316,0.0,0.4,0.0,0.375,0.0,0.9,1.6,2.4,2.3,0.3,0.1,0.3,1.7
Jordan Walsh,19.0,BOS,SF,9.0,0.7,1.7,0.4,0.2,1.0,0.222,0.667,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.7
Jalen Hood-Schifino,20.0,LAL,SG,21.0,0.5,2.1,0.222,0.1,0.7,0.133,0.267,0.6,0.1,0.5,0.6,0.4,0.1,0.1,0.4,1.6
Jett Howard,20.0,ORL,SF,18.0,0.6,1.7,0.333,0.4,1.4,0.28,0.6,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,1.6
Seth Lundy,23.0,ATL,SF,9.0,0.4,1.9,0.235,0.3,1.4,0.231,0.25,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,1.6
Jordan Miller,24.0,LAC,SF,8.0,0.6,1.1,0.556,0.1,0.3,0.5,0.571,1.0,0.4,0.3,0.6,0.0,0.0,0.0,0.1,1.6
Josh Minott,21.0,MIN,SF,32.0,0.5,1.1,0.472,0.1,0.3,0.4,0.5,0.857,0.1,0.4,0.5,0.3,0.2,0.2,0.1,1.6
Jalen Pickett,24.0,DEN,SG,27.0,0.6,1.3,0.429,0.3,0.9,0.36,0.6,0.75,0.0,0.5,0.5,0.8,0.1,0.0,0.3,1.6
Ibou Badji,21.0,POR,C,22.0,0.6,1.0,0.636,0.0,0.0,0.0,0.636,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,1.5
Colin Castleton,23.0,LAL,C,16.0,0.6,1.0,0.563,0.0,0.0,0.0,0.563,1.0,0.4,0.4,0.8,0.2,0.1,0.0,0.2,1.5
Adam Flagler,24.0,OKC,SG,2.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5
Dariq Whitehead,19.0,BRK,SF,2.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,1.5
Terry Taylor,24.0,CHI,PF,31.0,0.6,1.3,0.513,0.1,0.3,0.222,0.6,0.8,0.5,0.6,1.2,0.3,0.2,0.1,0.2,1.5
Jack White,26.0,MEM,SF,4.0,0.5,4.0,0.125,0.5,2.5,0.2,0.0,0.0,1.0,2.0,3.0,0.3,1.0,0.3,0.5,1.5
Kendall Brown,20.0,IND,SG,15.0,0.5,1.0,0.533,0.0,0.1,0.0,0.615,0.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,1.4
Mason Jones,25.0,SAC,SG,5.0,0.4,1.6,0.25,0.4,1.4,0.286,0.0,0.5,0.2,0.8,1.0,1.0,0.2,0.0,0.4,1.4
Jerome Robinson,26.0,GSW,SG,22.0,0.5,1.5,0.333,0.1,0.8,0.118,0.563,0.636,0.0,0.2,0.3,0.2,0.0,0.1,0.1,1.4
Jermaine Samuels,25.0,HOU,SF,14.0,0.6,1.0,0.643,0.0,0.1,0.0,0.75,1.0,0.2,0.7,0.9,0.2,0.1,0.1,0.0,1.4
Jacob Toppin,23.0,NYK,SF,9.0,0.6,1.0,0.556,0.1,0.4,0.25,0.8,1.0,0.3,0.4,0.8,0.3,0.0,0.1,0.1,1.4
R.J. Hampton,22.0,MIA,PG,8.0,0.5,1.8,0.286,0.1,1.0,0.125,0.5,0.5,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.3
Nathan Mensah,25.0,CHO,C,25.0,0.5,1.1,0.429,0.0,0.0,0.0,0.429,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,1.3
Isaiah Thomas,34.0,PHO,PG,6.0,0.5,1.7,0.3,0.3,0.7,0.5,0.167,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3
TyTy Washington Jr.,22.0,MIL,PG,11.0,0.5,1.8,0.3,0.2,0.5,0.333,0.286,0.0,0.1,0.4,0.5,0.5,0.3,0.0,0.2,1.3
Jay Huff,25.0,DEN,C,20.0,0.5,0.8,0.6,0.2,0.5,0.333,1.0,1.0,0.1,0.5,0.6,0.1,0.1,0.2,0.1,1.2
Keyontae Johnson,23.0,OKC,SF,9.0,0.6,1.8,0.313,0.1,0.3,0.333,0.308,0.0,0.4,0.7,1.1,0.4,0.1,0.0,0.4,1.2
Chris Livingston,20.0,MIL,SF,21.0,0.5,1.0,0.5,0.0,0.2,0.2,0.588,0.75,0.1,0.9,1.0,0.2,0.1,0.0,0.2,1.2
Braxton Key,26.0,DEN,SF,20.0,0.4,0.9,0.412,0.1,0.3,0.4,0.417,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,1.1
Robin Lopez,35.0,MIL,C,16.0,0.4,1.2,0.368,0.1,0.5,0.25,0.455,1.0,0.2,0.1,0.3,0.3,0.1,0.2,0.1,1.1
Admiral Schofield,26.0,ORL,PF,23.0,0.4,1.1,0.385,0.3,0.7,0.375,0.4,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.2,1.1
Hunter Tyson,23.0,DEN,PF,18.0,0.4,1.1,0.4,0.2,0.8,0.286,0.667,0.0,0.1,0.4,0.5,0.1,0.1,0.0,0.1,1.1
Filip Petrušev,23.0,2TM,C,3.0,0.3,0.7,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0
Filip Petrušev,23.0,PHI,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Filip Petrušev,23.0,SAC,C,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Hamidou Diallo,25.0,WAS,SG,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0
Frank Ntilikina,25.0,CHO,PG,5.0,0.2,1.8,0.111,0.2,1.6,0.125,0.0,1.0,0.2,1.0,1.2,0.8,0.0,0.0,0.2,1.0
Joshua Primo,21.0,LAC,SG,2.0,0.5,1.5,0.333,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,2.0,1.0
Thanasis Antetokounmpo,31.0,MIL,PF,34.0,0.5,0.9,0.533,0.0,0.0,0.0,0.552,0.0,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.9
James Johnson,36.0,IND,PF,9.0,0.3,1.1,0.3,0.0,0.2,0.0,0.375,1.0,0.1,0.3,0.4,0.9,0.6,0.1,0.6,0.9
Charlie Brown Jr.,26.0,NYK,SG,8.0,0.3,1.3,0.2,0.3,0.9,0.286,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.8
DaQuan Jeffries,26.0,NYK,SG,17.0,0.4,1.0,0.353,0.1,0.6,0.2,0.571,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.8
Shaquille Harrison,30.0,MEM,SG,3.0,0.3,0.7,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.7
Quenton Jackson,25.0,IND,PG,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.7,0.3,0.0,0.0,0.7
Wendell Moore Jr.,22.0,MIN,SG,25.0,0.4,0.7,0.5,0.0,0.2,0.0,0.75,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.2,0.7
Jalen Slawson,24.0,SAC,SF,12.0,0.3,0.5,0.667,0.0,0.2,0.0,1.0,0.0,0.1,0.5,0.6,0.2,0.1,0.1,0.2,0.7
Pat Spencer,27.0,GSW,PG,6.0,0.3,0.7,0.5,0.0,0.3,0.0,1.0,0.0,0.3,0.3,0.7,0.8,0.0,0.0,0.2,0.7
Alondes Williams,24.0,MIA,SG,7.0,0.3,1.1,0.25,0.0,0.6,0.0,0.5,1.0,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.7
Juan Toscano-Anderson,30.0,SAC,SF,11.0,0.3,1.1,0.25,0.1,0.4,0.25,0.25,0.0,0.4,0.9,1.3,0.4,0.1,0.1,0.2,0.6
Usman Garuba,21.0,GSW,PF,6.0,0.2,1.0,0.167,0.0,0.2,0.0,0.2,0.5,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.5
E.J. Liddell,23.0,NOP,PF,8.0,0.1,0.8,0.167,0.0,0.6,0.0,1.0,1.0,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.5
Pete Nance,23.0,CLE,PF,8.0,0.1,0.8,0.167,0.1,0.1,1.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.4
Maxwell Lewis,21.0,LAL,SF,34.0,0.1,0.6,0.19,0.0,0.3,0.111,0.25,0.667,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.3
Ryan Arcidiacono,29.0,NYK,PG,20.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.0
Malcolm Cazalon,22.0,DET,SG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Crutcher,24.0,NOP,PG,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Funk,24.0,CHI,SG,5.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
Kaiser Gates,27.0,NOP,SF,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Danny Green,36.0,PHI,SG,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0
Ron Harper Jr.,23.0,TOR,PF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Justin Jackson,28.0,MIN,SF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmytro Skapintsev,25.0,NYK,C,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javonte Smart,24.0,PHI,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League Average,0.0,0,0,0.0,0.0,0.0,0.474,0.0,0.0,0.366,0.545,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
