Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Joel Embiid,29.0,PHI,C,39.0,11.5,21.8,0.529,1.4,3.6,0.388,0.556,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,34.7
Luka Dončić,24.0,DAL,PG,70.0,11.5,23.6,0.487,4.1,10.6,0.382,0.573,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4.0,33.9
Giannis Antetokounmpo,29.0,MIL,PF,73.0,11.5,18.8,0.611,0.5,1.7,0.274,0.645,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,30.4
Shai Gilgeous-Alexander,25.0,OKC,PG,75.0,10.6,19.8,0.535,1.3,3.6,0.353,0.576,0.874,0.9,4.7,5.5,6.2,2.0,0.9,2.2,30.1
Jalen Brunson,27.0,NYK,PG,77.0,10.3,21.4,0.479,2.7,6.8,0.401,0.516,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,28.7
Devin Booker,27.0,PHO,PG,68.0,9.4,19.2,0.492,2.2,6.1,0.364,0.552,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,27.1
Kevin Durant,35.0,PHO,PF,75.0,10.0,19.1,0.523,2.2,5.4,0.413,0.567,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,27.1
Jayson Tatum,25.0,BOS,PF,74.0,9.1,19.3,0.471,3.1,8.2,0.376,0.542,0.833,0.9,7.2,8.1,4.9,1.0,0.6,2.5,26.9
De'Aaron Fox,26.0,SAC,PG,74.0,9.7,20.9,0.465,2.9,7.8,0.369,0.522,0.738,0.9,3.7,4.6,5.6,2.0,0.4,2.6,26.6
Donovan Mitchell,27.0,CLE,SG,55.0,9.1,19.8,0.462,3.3,9.0,0.368,0.539,0.865,0.8,4.3,5.1,6.1,1.8,0.5,2.8,26.6
Stephen Curry,35.0,GSW,PG,74.0,8.8,19.5,0.45,4.8,11.8,0.408,0.515,0.923,0.5,4.0,4.5,5.1,0.7,0.4,2.8,26.4
Nikola Jokić,28.0,DEN,C,79.0,10.4,17.9,0.583,1.1,2.9,0.359,0.626,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,26.4
Anthony Edwards,22.0,MIN,SG,79.0,9.1,19.7,0.461,2.4,6.7,0.357,0.515,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,25.9
Tyrese Maxey,23.0,PHI,PG,70.0,9.1,20.3,0.45,3.0,8.1,0.373,0.501,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,25.9
LeBron James,39.0,LAL,PF,71.0,9.6,17.9,0.54,2.1,5.1,0.41,0.592,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,25.7
Trae Young,25.0,ATL,PG,54.0,8.0,18.7,0.43,3.2,8.7,0.373,0.479,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,25.7
Kyrie Irving,31.0,DAL,SG,58.0,9.7,19.5,0.497,3.0,7.3,0.411,0.548,0.905,0.8,4.2,5.0,5.2,1.3,0.5,1.8,25.6
Ja Morant,24.0,MEM,PG,9.0,8.9,18.9,0.471,1.6,5.7,0.275,0.555,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,25.1
Anthony Davis,30.0,LAL,C,76.0,9.4,16.9,0.556,0.4,1.4,0.271,0.582,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,24.7
Damian Lillard,33.0,MIL,PG,73.0,7.4,17.5,0.424,3.0,8.5,0.354,0.49,0.92,0.5,3.9,4.4,7.0,1.0,0.2,2.6,24.3
DeMar DeRozan,34.0,CHI,SF,79.0,8.2,17.2,0.48,0.9,2.8,0.333,0.509,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,24.0
Julius Randle,29.0,NYK,PF,46.0,8.6,18.2,0.472,1.7,5.3,0.311,0.539,0.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,24.0
LaMelo Ball,22.0,CHO,PG,22.0,8.3,19.2,0.433,3.2,9.0,0.355,0.5,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,23.9
Desmond Bane,25.0,MEM,SG,42.0,8.6,18.5,0.464,3.3,8.6,0.381,0.536,0.87,0.9,3.5,4.4,5.5,1.0,0.5,2.7,23.7
Kawhi Leonard,32.0,LAC,SF,68.0,9.0,17.1,0.525,2.1,4.9,0.417,0.569,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,23.7
Lauri Markkanen,26.0,UTA,PF,55.0,7.8,16.2,0.48,3.2,8.0,0.399,0.559,0.899,2.2,5.9,8.2,2.0,0.9,0.5,1.4,23.2
Jaylen Brown,27.0,BOS,SF,70.0,9.0,17.9,0.499,2.1,5.9,0.354,0.57,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,23.0
Zion Williamson,23.0,NOP,PF,70.0,8.9,15.6,0.57,0.1,0.3,0.333,0.574,0.702,1.7,4.1,5.8,5.0,1.1,0.7,2.8,22.9
Cade Cunningham,22.0,DET,PG,62.0,8.5,18.8,0.449,1.9,5.4,0.355,0.487,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,22.7
Paolo Banchero,21.0,ORL,PF,80.0,8.0,17.6,0.455,1.5,4.4,0.339,0.493,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,22.6
Paul George,33.0,LAC,PF,74.0,7.9,16.7,0.471,3.3,7.9,0.413,0.523,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,22.6
Anfernee Simons,24.0,POR,SG,46.0,7.8,18.2,0.43,3.4,8.8,0.385,0.472,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,22.6
Jaren Jackson Jr.,24.0,MEM,C,66.0,7.8,17.6,0.444,1.8,5.5,0.32,0.501,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,22.5
Dejounte Murray,27.0,ATL,SG,78.0,8.6,18.8,0.459,2.6,7.1,0.363,0.518,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,22.5
Cam Thomas,22.0,BRK,SG,66.0,8.0,18.0,0.442,2.2,6.0,0.364,0.481,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,22.5
Kyle Kuzma,28.0,WAS,PF,70.0,8.7,18.8,0.463,2.2,6.4,0.336,0.53,0.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,22.2
Karl-Anthony Towns,28.0,MIN,PF,62.0,7.7,15.3,0.504,2.2,5.3,0.416,0.55,0.873,1.5,6.8,8.3,3.0,0.7,0.7,2.9,21.8
Pascal Siakam,29.0,2TM,PF,80.0,8.5,15.9,0.536,1.1,3.1,0.346,0.581,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,21.7
Pascal Siakam,29.0,TOR,PF,39.0,8.3,16.0,0.522,1.2,3.7,0.317,0.584,0.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,22.2
Pascal Siakam,29.0,IND,PF,41.0,8.7,15.8,0.549,1.0,2.5,0.386,0.58,0.699,2.1,5.7,7.8,3.7,0.8,0.4,1.4,21.3
Victor Wembanyama,20.0,SAS,C,71.0,7.8,16.7,0.465,1.8,5.5,0.325,0.534,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,21.4
Jamal Murray,26.0,DEN,PG,59.0,8.0,16.7,0.481,2.5,5.8,0.425,0.51,0.853,0.7,3.4,4.1,6.5,1.0,0.7,2.1,21.2
Alperen Şengün,21.0,HOU,C,63.0,8.4,15.6,0.537,0.5,1.8,0.297,0.567,0.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,21.1
Miles Bridges,25.0,CHO,SF,69.0,8.1,17.5,0.462,2.3,6.5,0.349,0.529,0.825,1.0,6.3,7.3,3.3,0.9,0.5,2.0,21.0
Jerami Grant,29.0,POR,PF,54.0,7.1,15.7,0.451,2.1,5.1,0.402,0.474,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,21.0
Jimmy Butler,34.0,MIA,PF,60.0,6.6,13.2,0.499,1.0,2.4,0.414,0.519,0.858,1.8,3.6,5.3,5.0,1.3,0.3,1.7,20.8
Tyler Herro,24.0,MIA,SG,42.0,7.7,17.5,0.441,3.1,7.9,0.396,0.478,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,20.8
Brandon Ingram,26.0,NOP,SF,64.0,7.8,15.9,0.492,1.3,3.8,0.355,0.534,0.801,0.7,4.4,5.1,5.7,0.8,0.6,2.5,20.8
RJ Barrett,23.0,2TM,SG,58.0,7.5,15.2,0.495,1.6,4.3,0.36,0.549,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,20.2
RJ Barrett,23.0,NYK,SG,26.0,6.3,14.9,0.423,1.7,5.0,0.331,0.469,0.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,18.2
RJ Barrett,23.0,TOR,SG,32.0,8.5,15.4,0.553,1.5,3.8,0.392,0.605,0.629,1.1,5.3,6.4,4.1,0.6,0.4,2.5,21.8
Tyrese Haliburton,23.0,IND,PG,69.0,7.2,15.2,0.477,2.8,7.8,0.364,0.595,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,20.1
Kristaps Porziņģis,28.0,BOS,C,57.0,6.8,13.2,0.516,1.9,5.1,0.375,0.606,0.858,1.7,5.5,7.2,2.0,0.7,1.9,1.6,20.1
CJ McCollum,32.0,NOP,PG,66.0,7.3,16.0,0.459,3.6,8.4,0.429,0.492,0.827,0.6,3.7,4.3,4.6,0.9,0.6,1.7,20.0
Scottie Barnes,22.0,TOR,SG,60.0,7.5,15.7,0.475,1.7,4.9,0.341,0.536,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,19.9
Terry Rozier,29.0,2TM,SG,61.0,7.2,16.4,0.443,2.4,6.7,0.363,0.498,0.869,0.6,3.5,4.0,5.6,1.0,0.3,1.7,19.8
Terry Rozier,29.0,CHO,SG,30.0,8.4,18.3,0.459,2.8,7.7,0.358,0.533,0.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,23.2
Terry Rozier,29.0,MIA,PG,31.0,6.1,14.5,0.423,2.1,5.7,0.371,0.458,0.913,0.6,3.6,4.2,4.6,1.0,0.3,1.3,16.4
Franz Wagner,22.0,ORL,SF,72.0,7.3,15.2,0.482,1.3,4.6,0.281,0.57,0.85,1.0,4.3,5.3,3.7,1.1,0.4,1.9,19.7
Mikal Bridges,27.0,BRK,SF,82.0,6.9,15.8,0.436,2.7,7.2,0.372,0.49,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,19.6
Jalen Green,21.0,HOU,SG,82.0,6.9,16.2,0.423,2.5,7.4,0.332,0.498,0.804,0.5,4.7,5.2,3.5,0.8,0.3,2.3,19.6
Zach LaVine,28.0,CHI,SG,25.0,6.8,15.0,0.452,2.4,6.8,0.349,0.536,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,19.5
Devin Vassell,23.0,SAS,SG,68.0,7.3,15.5,0.472,2.4,6.6,0.372,0.544,0.801,0.4,3.4,3.8,4.1,1.1,0.3,1.6,19.5
Domantas Sabonis,27.0,SAC,C,82.0,7.7,13.0,0.594,0.4,1.1,0.379,0.613,0.704,3.6,10.1,13.7,8.2,0.9,0.6,3.3,19.4
Bam Adebayo,26.0,MIA,C,71.0,7.5,14.3,0.521,0.2,0.6,0.357,0.528,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,19.3
Coby White,23.0,CHI,PG,79.0,6.8,15.3,0.447,2.6,7.0,0.376,0.508,0.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,19.1
Jalen Williams,22.0,OKC,PF,71.0,7.5,14.0,0.54,1.5,3.4,0.427,0.576,0.814,0.5,3.5,4.0,4.5,1.1,0.6,1.7,19.1
Collin Sexton,25.0,UTA,SG,78.0,6.5,13.3,0.487,1.6,4.2,0.394,0.53,0.859,0.9,1.7,2.6,4.9,0.8,0.2,2.1,18.7
Bradley Beal,30.0,PHO,SG,53.0,7.1,13.9,0.513,1.9,4.4,0.43,0.552,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,18.2
Darius Garland,24.0,CLE,PG,57.0,6.6,14.8,0.446,2.3,6.2,0.371,0.501,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,18.0
D'Angelo Russell,27.0,LAL,PG,76.0,6.5,14.2,0.456,3.0,7.2,0.415,0.497,0.828,0.4,2.7,3.1,6.3,0.9,0.5,2.1,18.0
Nikola Vučević,33.0,CHI,C,76.0,7.7,15.9,0.484,1.2,4.1,0.294,0.55,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,18.0
Klay Thompson,33.0,GSW,SF,77.0,6.4,14.7,0.432,3.5,9.0,0.387,0.503,0.927,0.5,2.8,3.3,2.3,0.6,0.5,1.5,17.9
Jordan Poole,24.0,WAS,SG,78.0,6.3,15.2,0.413,2.4,7.2,0.326,0.492,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,17.4
Fred VanVleet,29.0,HOU,PG,73.0,5.8,13.9,0.416,3.1,8.0,0.387,0.454,0.86,0.5,3.4,3.8,8.1,1.4,0.8,1.7,17.4
Brandon Miller,21.0,CHO,SF,74.0,6.4,14.6,0.44,2.5,6.7,0.373,0.495,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,17.3
Tobias Harris,31.0,PHI,PF,70.0,6.6,13.6,0.487,1.3,3.7,0.353,0.537,0.878,1.1,5.3,6.5,3.1,1.0,0.7,1.3,17.2
Jordan Clarkson,31.0,UTA,SG,55.0,6.1,14.8,0.413,1.7,5.6,0.294,0.485,0.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,17.1
Myles Turner,27.0,IND,C,77.0,6.2,11.8,0.524,1.5,4.2,0.358,0.615,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,17.1
Immanuel Quickley,24.0,2TM,SG,68.0,5.7,13.1,0.434,2.5,6.4,0.395,0.471,0.853,0.3,3.6,3.8,4.9,0.7,0.1,1.5,17.0
Immanuel Quickley,24.0,NYK,SG,30.0,5.1,11.2,0.454,2.1,5.4,0.395,0.509,0.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,15.0
Immanuel Quickley,24.0,TOR,PG,38.0,6.2,14.7,0.422,2.8,7.1,0.395,0.448,0.841,0.3,4.5,4.8,6.8,0.9,0.2,1.8,18.6
Bogdan Bogdanović,31.0,ATL,SG,79.0,6.0,13.9,0.428,3.0,8.1,0.374,0.503,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,16.9
Deandre Ayton,25.0,POR,C,55.0,7.8,13.6,0.57,0.0,0.2,0.1,0.576,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,16.7
Michael Porter Jr.,25.0,DEN,SF,81.0,6.4,13.3,0.484,2.7,6.8,0.397,0.575,0.836,1.3,5.7,7.0,1.5,0.5,0.7,1.1,16.7
James Harden,34.0,LAC,PG,72.0,4.9,11.4,0.428,2.6,6.8,0.381,0.497,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,16.6
Jarrett Allen,25.0,CLE,C,77.0,6.7,10.6,0.634,0.0,0.1,0.0,0.638,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,16.5
Chet Holmgren,21.0,OKC,C,82.0,6.2,11.6,0.53,1.6,4.3,0.37,0.623,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,16.5
Jonathan Kuminga,21.0,GSW,PF,74.0,6.2,11.6,0.529,0.7,2.2,0.321,0.578,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,16.1
Jalen Johnson,22.0,ATL,SF,56.0,6.4,12.5,0.511,1.3,3.6,0.355,0.574,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,16.0
Austin Reaves,25.0,LAL,SG,82.0,5.6,11.5,0.486,1.9,5.1,0.367,0.583,0.853,0.7,3.6,4.3,5.5,0.8,0.3,2.1,15.9
Shaedon Sharpe,20.0,POR,SG,32.0,5.5,13.6,0.406,1.9,5.6,0.333,0.457,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,15.9
Malcolm Brogdon,31.0,POR,PG,39.0,5.6,12.7,0.44,2.1,5.1,0.412,0.458,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,15.7
Keldon Johnson,24.0,SAS,SF,69.0,5.7,12.5,0.454,1.8,5.3,0.346,0.533,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,15.7
Evan Mobley,22.0,CLE,PF,50.0,6.4,11.0,0.58,0.4,1.2,0.373,0.604,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,15.7
De'Andre Hunter,26.0,ATL,SF,57.0,5.3,11.6,0.459,2.1,5.3,0.385,0.521,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,15.6
Donte DiVincenzo,27.0,NYK,SG,81.0,5.5,12.4,0.443,3.5,8.7,0.401,0.542,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,15.5
Jaden Ivey,21.0,DET,SG,77.0,5.4,12.6,0.429,1.6,4.8,0.336,0.485,0.749,1.1,2.3,3.4,3.8,0.7,0.5,2.5,15.4
Malik Monk,25.0,SAC,SG,72.0,5.5,12.4,0.443,2.1,5.9,0.35,0.528,0.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,15.4
Kelly Oubre Jr.,28.0,PHI,SF,68.0,5.7,12.9,0.441,1.5,4.8,0.311,0.517,0.75,1.4,3.6,5.0,1.5,1.1,0.7,1.3,15.4
Bojan Bogdanović,34.0,2TM,PF,57.0,5.4,11.9,0.454,2.3,5.9,0.398,0.507,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,15.2
Bojan Bogdanović,34.0,DET,PF,28.0,7.1,15.2,0.468,3.1,7.4,0.415,0.518,0.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,20.2
Bojan Bogdanović,34.0,NYK,SF,29.0,3.8,8.8,0.43,1.6,4.4,0.37,0.488,0.8,0.3,1.7,2.0,0.9,0.2,0.0,1.3,10.4
Keegan Murray,23.0,SAC,SF,77.0,5.8,12.7,0.454,2.4,6.6,0.358,0.56,0.831,1.4,4.1,5.5,1.7,1.0,0.8,0.8,15.2
Derrick White,29.0,BOS,SG,73.0,5.3,11.5,0.461,2.7,6.8,0.396,0.555,0.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,15.2
John Collins,26.0,UTA,PF,68.0,5.8,11.0,0.532,1.3,3.4,0.371,0.605,0.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,15.1
Khris Middleton,32.0,MIL,SF,55.0,5.8,11.7,0.493,1.7,4.5,0.381,0.563,0.833,0.7,3.9,4.7,5.3,0.9,0.3,2.3,15.1
Trey Murphy III,23.0,NOP,SF,57.0,4.8,10.9,0.443,3.0,7.8,0.38,0.602,0.815,0.7,4.2,4.9,2.2,0.9,0.5,0.6,14.8
OG Anunoby,26.0,2TM,SF,50.0,5.6,11.5,0.489,2.0,5.3,0.382,0.581,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,14.7
OG Anunoby,26.0,TOR,SF,27.0,5.8,11.9,0.489,2.3,6.0,0.374,0.608,0.717,0.9,3.0,3.9,2.7,1.0,0.5,1.6,15.1
OG Anunoby,26.0,NYK,SF,23.0,5.4,11.1,0.488,1.8,4.5,0.394,0.553,0.791,1.0,3.4,4.4,1.5,1.7,1.0,1.7,14.1
Deni Avdija,23.0,WAS,SF,75.0,5.4,10.7,0.506,1.2,3.1,0.374,0.56,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,14.7
GG Jackson II,19.0,MEM,PF,48.0,5.0,11.7,0.428,2.1,6.0,0.357,0.502,0.752,1.1,3.0,4.1,1.2,0.6,0.5,1.4,14.6
Bennedict Mathurin,21.0,IND,SF,59.0,5.0,11.2,0.446,1.4,3.6,0.374,0.481,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,14.5
Marcus Smart,29.0,MEM,PG,20.0,5.1,11.9,0.43,2.1,6.7,0.313,0.583,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,14.5
Tim Hardaway Jr.,31.0,DAL,SF,79.0,5.0,12.4,0.402,2.7,7.6,0.353,0.478,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,14.4
Dennis Schröder,30.0,2TM,PG,80.0,5.0,11.6,0.435,1.7,4.6,0.375,0.474,0.836,0.5,2.5,3.0,6.1,0.8,0.2,1.9,14.0
Dennis Schröder,30.0,TOR,PG,51.0,4.8,11.0,0.442,1.5,4.3,0.35,0.501,0.852,0.4,2.3,2.7,6.1,0.9,0.2,1.6,13.7
Dennis Schröder,30.0,BRK,PG,29.0,5.4,12.7,0.424,2.1,5.1,0.412,0.432,0.797,0.6,2.9,3.5,6.0,0.6,0.3,2.4,14.6
Rudy Gobert,31.0,MIN,C,76.0,5.3,8.1,0.661,0.0,0.0,0.0,0.664,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,14.0
Scoot Henderson,19.0,POR,PG,62.0,5.0,12.9,0.385,1.4,4.3,0.325,0.416,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,14.0
Caris LeVert,29.0,CLE,SG,68.0,5.1,12.1,0.421,1.6,4.9,0.325,0.486,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,14.0
Aaron Gordon,28.0,DEN,PF,73.0,5.5,9.8,0.556,0.5,1.9,0.29,0.619,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,13.9
Norman Powell,30.0,LAC,SG,76.0,4.9,10.1,0.486,2.2,5.1,0.435,0.536,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,13.9
Jalen Duren,20.0,DET,C,61.0,5.7,9.2,0.619,0.0,0.1,0.0,0.623,0.79,3.1,8.5,11.6,2.4,0.5,0.8,2.1,13.8
Bobby Portis,28.0,MIL,PF,82.0,5.7,11.2,0.508,1.2,3.0,0.407,0.545,0.79,1.7,5.7,7.4,1.3,0.8,0.4,1.1,13.8
Saddiq Bey,24.0,ATL,SF,63.0,4.6,11.1,0.416,1.8,5.7,0.316,0.522,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,13.7
Jabari Smith Jr.,20.0,HOU,PF,76.0,5.0,11.0,0.454,1.8,5.0,0.363,0.53,0.811,1.8,6.3,8.1,1.6,0.7,0.8,1.2,13.7
Gary Trent Jr.,25.0,TOR,SG,71.0,5.1,11.9,0.426,2.5,6.4,0.393,0.464,0.771,0.4,2.3,2.6,1.7,1.1,0.1,0.7,13.7
Rui Hachimura,25.0,LAL,PF,68.0,5.3,9.9,0.537,1.4,3.4,0.422,0.597,0.739,0.9,3.5,4.3,1.2,0.6,0.4,0.7,13.6
Grayson Allen,28.0,PHO,SG,75.0,4.5,9.1,0.499,2.7,5.9,0.461,0.57,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,13.5
Naz Reid,24.0,MIN,PF,81.0,5.0,10.5,0.477,2.1,5.0,0.414,0.535,0.736,0.9,4.3,5.2,1.3,0.8,0.9,1.4,13.5
Cameron Johnson,27.0,BRK,PF,58.0,4.8,10.7,0.446,2.4,6.1,0.391,0.519,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,13.4
Corey Kispert,24.0,WAS,SF,80.0,4.8,9.9,0.486,2.3,6.0,0.383,0.643,0.726,0.4,2.4,2.8,2.0,0.5,0.2,1.2,13.4
Andrew Wiggins,28.0,GSW,SF,71.0,5.0,11.0,0.453,1.3,3.6,0.358,0.498,0.751,1.5,3.0,4.5,1.7,0.6,0.6,1.2,13.2
Keyonte George,20.0,UTA,PG,75.0,4.3,10.9,0.391,2.0,5.9,0.334,0.459,0.848,0.2,2.6,2.8,4.4,0.5,0.1,2.5,13.0
P.J. Washington,25.0,2TM,PF,73.0,4.8,11.1,0.436,1.8,5.7,0.32,0.558,0.683,1.2,4.5,5.6,1.9,1.0,0.8,1.3,12.9
P.J. Washington,25.0,CHO,PF,44.0,5.2,11.6,0.446,1.8,5.5,0.324,0.558,0.713,1.2,4.1,5.3,2.2,0.9,0.7,1.5,13.6
P.J. Washington,25.0,DAL,PF,29.0,4.4,10.4,0.421,1.8,5.8,0.314,0.556,0.627,1.1,5.1,6.2,1.5,1.2,0.9,1.0,11.7
Scotty Pippen Jr.,23.0,MEM,PG,21.0,4.8,9.7,0.493,1.4,3.4,0.417,0.534,0.745,1.0,2.1,3.2,4.7,1.7,0.5,2.7,12.9
Duncan Robinson,29.0,MIA,SF,68.0,4.5,9.9,0.45,2.8,7.0,0.395,0.579,0.889,0.2,2.3,2.5,2.8,0.7,0.2,1.4,12.9
Dillon Brooks,28.0,HOU,SF,72.0,4.6,10.7,0.428,1.8,5.1,0.359,0.492,0.844,0.7,2.7,3.4,1.7,0.9,0.1,1.2,12.7
Mark Williams,22.0,CHO,C,19.0,5.2,7.9,0.649,0.0,0.0,0.0,0.649,0.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,12.7
Jalen Suggs,22.0,ORL,SG,75.0,4.5,9.5,0.471,2.0,5.1,0.397,0.556,0.756,0.6,2.4,3.1,2.7,1.4,0.6,1.8,12.6
Jrue Holiday,33.0,BOS,PG,69.0,4.8,10.0,0.48,2.0,4.7,0.429,0.526,0.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,12.5
Brook Lopez,35.0,MIL,C,79.0,4.6,9.6,0.485,1.9,5.1,0.366,0.621,0.821,1.5,3.7,5.2,1.6,0.5,2.4,1.0,12.5
Josh Giddey,21.0,OKC,SG,80.0,5.0,10.6,0.475,1.0,3.0,0.337,0.53,0.806,1.4,5.0,6.4,4.8,0.6,0.6,2.1,12.3
Cam Whitmore,19.0,HOU,SF,47.0,4.5,9.9,0.454,1.7,4.7,0.359,0.538,0.679,0.9,2.9,3.8,0.7,0.6,0.4,1.0,12.3
Harrison Barnes,31.0,SAC,PF,82.0,4.2,8.9,0.474,1.8,4.7,0.387,0.571,0.801,0.8,2.2,3.0,1.2,0.7,0.1,0.7,12.2
Ayo Dosunmu,24.0,CHI,SG,76.0,4.7,9.5,0.501,1.6,3.9,0.403,0.568,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,12.2
Javonte Green,30.0,CHI,SF,9.0,5.0,8.3,0.6,1.1,3.0,0.37,0.729,0.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,12.2
Aaron Nesmith,24.0,IND,SF,72.0,4.4,8.8,0.496,1.9,4.6,0.419,0.581,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,12.2
Max Strus,27.0,CLE,SF,70.0,4.3,10.4,0.418,2.4,6.8,0.351,0.546,0.794,0.9,3.9,4.8,4.0,0.9,0.4,1.6,12.2
Jonas Valančiūnas,31.0,NOP,C,82.0,4.9,8.8,0.559,0.5,1.5,0.308,0.609,0.785,2.3,6.5,8.8,2.1,0.4,0.8,1.4,12.2
Buddy Hield,31.0,2TM,SF,84.0,4.4,10.1,0.436,2.6,6.8,0.386,0.539,0.881,0.7,2.5,3.2,2.8,0.8,0.5,1.2,12.1
Buddy Hield,31.0,IND,SF,52.0,4.4,9.9,0.443,2.6,6.9,0.384,0.575,0.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,12.0
Buddy Hield,31.0,PHI,SG,32.0,4.4,10.4,0.426,2.6,6.6,0.389,0.492,0.923,0.8,2.3,3.2,3.0,0.8,0.3,1.3,12.2
Tyus Jones,27.0,WAS,PG,66.0,4.9,10.1,0.489,1.6,3.9,0.414,0.537,0.8,0.3,2.4,2.7,7.3,1.1,0.3,1.0,12.0
