Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Seth Curry,30.0,PHI,SG,57.0,4.5,9.7,0.467,2.2,4.9,0.45,0.485,0.896,0.2,2.2,2.4,2.7,0.8,0.1,1.1,12.5
Aaron Gordon,25.0,2TM,PF,50.0,4.6,10.0,0.463,1.2,3.5,0.335,0.533,0.651,1.5,4.1,5.7,3.2,0.7,0.7,1.9,12.4
Aaron Gordon,25.0,ORL,PF,25.0,5.1,11.7,0.437,1.7,4.5,0.375,0.475,0.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,14.6
Aaron Gordon,25.0,DEN,PF,25.0,4.1,8.2,0.5,0.7,2.6,0.266,0.606,0.705,1.5,3.2,4.7,2.2,0.7,0.6,1.2,10.2
Kyle Anderson,27.0,MEM,PF,69.0,4.5,9.5,0.468,1.4,3.8,0.36,0.539,0.783,0.8,5.0,5.7,3.6,1.2,0.8,1.2,12.4
Brook Lopez,32.0,MIL,C,70.0,4.6,9.1,0.503,1.4,4.0,0.338,0.632,0.845,1.5,3.5,5.0,0.7,0.6,1.5,0.9,12.3
Saddiq Bey,21.0,DET,SF,70.0,4.0,9.9,0.404,2.5,6.6,0.38,0.45,0.844,0.6,3.9,4.5,1.4,0.7,0.2,0.9,12.2
Eric Bledsoe,31.0,NOP,SG,71.0,4.3,10.3,0.421,1.7,5.0,0.341,0.496,0.687,0.4,3.0,3.4,3.8,0.8,0.3,1.6,12.2
Kevin Love,32.0,CLE,PF,25.0,4.1,10.1,0.409,2.3,6.2,0.365,0.479,0.824,0.7,6.8,7.4,2.5,0.6,0.1,1.5,12.2
Joe Ingles,33.0,UTA,SF,67.0,4.1,8.4,0.489,2.7,6.1,0.451,0.59,0.844,0.4,3.2,3.6,4.7,0.7,0.2,1.7,12.1
Josh Richardson,27.0,DAL,SG,59.0,4.5,10.5,0.427,1.5,4.5,0.33,0.501,0.917,0.9,2.4,3.3,2.6,1.0,0.4,1.3,12.1
Thaddeus Young,32.0,CHI,PF,68.0,5.4,9.7,0.559,0.2,0.7,0.267,0.58,0.628,2.5,3.8,6.2,4.3,1.1,0.6,2.0,12.1
Jordan Poole,21.0,GSW,SG,51.0,4.0,9.3,0.432,1.9,5.4,0.351,0.545,0.882,0.3,1.5,1.8,1.9,0.5,0.2,1.0,12.0
Kevin Huerter,22.0,ATL,SG,69.0,4.6,10.6,0.432,2.0,5.6,0.363,0.51,0.781,0.6,2.8,3.3,3.5,1.2,0.3,1.1,11.9
Malik Monk,22.0,CHO,SG,42.0,4.1,9.5,0.434,2.0,5.0,0.401,0.471,0.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,11.7
Hamidou Diallo,22.0,2TM,SF,52.0,4.3,9.0,0.477,0.5,1.6,0.341,0.505,0.64,1.1,4.1,5.2,1.9,0.8,0.5,1.5,11.6
Hamidou Diallo,22.0,OKC,SG,32.0,4.5,9.3,0.481,0.4,1.3,0.293,0.512,0.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,11.9
Hamidou Diallo,22.0,DET,SF,20.0,4.1,8.7,0.468,0.8,2.1,0.39,0.492,0.662,1.1,4.3,5.4,1.2,0.5,0.6,1.4,11.2
Dāvis Bertāns,28.0,WAS,PF,57.0,3.4,8.4,0.404,3.0,7.5,0.395,0.48,0.87,0.3,2.6,2.9,0.9,0.6,0.2,0.6,11.5
Jusuf Nurkić,26.0,POR,C,37.0,4.6,9.0,0.514,0.3,0.8,0.4,0.525,0.619,2.3,6.6,9.0,3.4,1.0,1.1,2.0,11.5
James Wiseman,19.0,GSW,C,39.0,4.9,9.4,0.519,0.3,1.0,0.316,0.542,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,11.5
Rudy Gay,34.0,SAS,PF,63.0,4.2,10.0,0.42,1.7,4.4,0.381,0.451,0.804,0.7,4.1,4.8,1.4,0.7,0.6,1.0,11.4
Bobby Portis,25.0,MIL,C,66.0,4.7,9.1,0.523,1.1,2.4,0.471,0.542,0.74,1.9,5.2,7.1,1.1,0.8,0.4,0.8,11.4
Immanuel Quickley,21.0,NYK,PG,64.0,3.6,9.1,0.395,1.8,4.7,0.389,0.401,0.891,0.4,1.8,2.1,2.0,0.5,0.2,0.9,11.4
Lou Williams,34.0,2TM,PG,66.0,4.0,9.8,0.41,1.0,2.6,0.399,0.414,0.867,0.3,1.8,2.1,3.4,0.7,0.1,1.6,11.3
Lou Williams,34.0,LAC,PG,42.0,4.3,10.2,0.421,1.1,2.8,0.378,0.437,0.866,0.4,1.7,2.1,3.4,0.9,0.1,1.6,12.1
Lou Williams,34.0,ATL,PG,24.0,3.5,9.0,0.389,1.0,2.3,0.444,0.37,0.87,0.3,1.8,2.1,3.4,0.3,0.1,1.8,10.0
Jae'Sean Tate,25.0,HOU,SF,70.0,4.5,8.9,0.506,0.9,2.8,0.308,0.595,0.694,1.9,3.5,5.3,2.5,1.2,0.5,1.4,11.3
Wendell Carter Jr.,21.0,2TM,C,54.0,4.3,8.5,0.503,0.3,0.9,0.294,0.53,0.732,2.4,5.8,8.2,1.9,0.6,0.8,1.4,11.2
Wendell Carter Jr.,21.0,CHI,C,32.0,4.0,7.9,0.512,0.3,0.7,0.364,0.526,0.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,10.9
Wendell Carter Jr.,21.0,ORL,C,22.0,4.6,9.3,0.493,0.3,1.3,0.241,0.534,0.721,2.8,6.0,8.8,1.6,0.8,0.8,1.3,11.7
Armoni Brooks,22.0,HOU,SG,20.0,3.9,9.6,0.406,3.0,7.9,0.382,0.514,0.583,0.5,2.9,3.4,1.5,0.6,0.3,1.1,11.2
Enes Freedom,28.0,POR,C,72.0,4.7,7.8,0.604,0.0,0.1,0.25,0.607,0.774,3.9,7.1,11.0,1.2,0.5,0.7,1.1,11.2
Cam Reddish,21.0,ATL,SF,26.0,3.7,10.1,0.365,1.3,4.8,0.262,0.46,0.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,11.2
Naz Reid,21.0,MIN,C,70.0,4.3,8.3,0.523,0.9,2.5,0.351,0.597,0.693,1.2,3.4,4.6,1.0,0.5,1.1,1.0,11.2
Lonnie Walker IV,22.0,SAS,SG,60.0,4.3,10.2,0.42,1.7,4.7,0.355,0.477,0.814,0.2,2.4,2.6,1.7,0.5,0.3,1.1,11.2
Serge Ibaka,31.0,LAC,C,41.0,4.5,8.9,0.51,1.0,2.8,0.339,0.588,0.811,1.8,4.9,6.7,1.8,0.2,1.1,1.1,11.1
Blake Griffin,31.0,2TM,PF,46.0,3.8,8.9,0.423,1.5,4.5,0.341,0.505,0.744,0.8,4.1,4.9,3.0,0.7,0.3,1.3,11.0
Blake Griffin,31.0,DET,PF,20.0,4.1,11.1,0.365,2.0,6.2,0.315,0.429,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,12.3
Blake Griffin,31.0,BRK,PF,26.0,3.6,7.3,0.492,1.2,3.1,0.383,0.574,0.782,1.1,3.6,4.7,2.4,0.7,0.5,1.2,10.0
Nickeil Alexander-Walker,22.0,NOP,SG,46.0,4.2,10.0,0.419,1.7,4.8,0.347,0.485,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,11.0
Jeff Green,34.0,BRK,PF,68.0,3.8,7.8,0.492,1.5,3.7,0.412,0.564,0.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,11.0
Dwayne Bacon,25.0,ORL,SG,72.0,4.1,10.1,0.402,0.8,2.9,0.285,0.449,0.824,0.4,2.7,3.1,1.3,0.6,0.1,0.6,10.9
Oshae Brissett,22.0,IND,SF,21.0,3.5,7.2,0.483,1.6,3.7,0.423,0.548,0.769,1.4,4.1,5.5,0.9,0.9,1.0,0.5,10.9
Reggie Bullock,29.0,NYK,SF,65.0,3.8,8.6,0.442,2.5,6.1,0.41,0.521,0.909,0.2,3.2,3.4,1.5,0.8,0.2,0.7,10.9
Patty Mills,32.0,SAS,PG,68.0,3.7,9.0,0.412,2.4,6.3,0.375,0.5,0.91,0.3,1.4,1.7,2.4,0.6,0.0,1.0,10.8
Cameron Oliver,24.0,HOU,SF,4.0,4.8,8.3,0.576,1.0,3.3,0.308,0.75,0.25,1.3,4.0,5.3,1.3,0.5,1.0,0.8,10.8
Reggie Jackson,30.0,LAC,SG,67.0,3.9,8.7,0.45,1.8,4.2,0.433,0.465,0.817,0.4,2.5,2.9,3.1,0.6,0.1,1.1,10.7
Ty Jerome,23.0,OKC,SG,33.0,3.9,8.7,0.446,2.2,5.1,0.423,0.479,0.765,0.3,2.5,2.8,3.6,0.6,0.2,1.4,10.7
Grayson Allen,25.0,MEM,SG,50.0,3.5,8.3,0.418,2.1,5.5,0.391,0.471,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,10.6
Justin Holiday,31.0,IND,SG,72.0,3.6,8.7,0.413,2.4,6.3,0.382,0.494,0.788,0.4,3.1,3.6,1.7,1.0,0.6,0.8,10.5
Donte DiVincenzo,24.0,MIL,SG,66.0,3.8,9.1,0.42,2.0,5.2,0.379,0.475,0.718,1.2,4.5,5.8,3.1,1.1,0.2,1.4,10.4
Cedi Osman,25.0,CLE,SF,59.0,3.7,9.9,0.374,1.7,5.5,0.306,0.458,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,10.4
Mason Plumlee,30.0,DET,C,56.0,4.2,6.8,0.614,0.0,0.1,0.0,0.626,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,10.4
Brandon Clarke,24.0,MEM,PF,59.0,4.3,8.4,0.517,0.3,1.3,0.26,0.565,0.69,1.6,3.9,5.6,1.6,1.0,0.9,0.6,10.3
Delon Wright,28.0,2TM,PG,63.0,3.8,8.2,0.463,1.0,2.7,0.372,0.509,0.802,1.0,3.2,4.3,4.4,1.6,0.5,1.3,10.2
Delon Wright,28.0,DET,PG,36.0,3.8,8.1,0.464,0.9,2.5,0.348,0.515,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,10.4
Delon Wright,28.0,SAC,PG,27.0,3.9,8.3,0.462,1.2,3.1,0.398,0.5,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,10.0
Monte Morris,25.0,DEN,PG,47.0,4.0,8.2,0.481,1.1,2.9,0.381,0.534,0.795,0.2,1.8,2.0,3.2,0.7,0.3,0.7,10.2
Jae Crowder,30.0,PHO,PF,60.0,3.3,8.2,0.404,2.5,6.3,0.389,0.455,0.76,0.5,4.2,4.7,2.1,0.8,0.5,0.9,10.1
Jeremy Lamb,28.0,IND,SG,36.0,3.3,7.7,0.435,1.4,3.6,0.406,0.459,0.947,0.7,2.9,3.6,1.5,0.9,0.6,0.6,10.1
Théo Maledon,19.0,OKC,PG,65.0,3.5,9.4,0.368,1.6,4.8,0.335,0.402,0.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,10.1
Elfrid Payton,26.0,NYK,PG,63.0,4.3,9.9,0.432,0.4,1.6,0.286,0.46,0.682,1.0,2.4,3.4,3.2,0.7,0.1,1.6,10.1
Bryn Forbes,27.0,MIL,SG,70.0,3.6,7.6,0.473,2.2,4.9,0.452,0.511,0.77,0.2,1.4,1.6,0.6,0.3,0.0,0.6,10.0
Gary Harris,26.0,2TM,SG,39.0,3.5,8.8,0.4,1.2,3.6,0.34,0.441,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,9.9
Gary Harris,26.0,DEN,SG,19.0,3.6,8.2,0.442,1.3,3.9,0.32,0.556,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,9.7
Gary Harris,26.0,ORL,SG,20.0,3.5,9.5,0.365,1.2,3.3,0.364,0.366,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,10.2
Dorian Finney-Smith,27.0,DAL,PF,60.0,3.7,7.8,0.472,2.0,5.0,0.394,0.616,0.756,1.6,3.8,5.4,1.7,0.9,0.4,0.8,9.8
Frank Jackson,22.0,DET,PG,40.0,3.4,7.3,0.457,1.5,3.8,0.407,0.51,0.813,0.4,1.8,2.2,0.9,0.4,0.0,0.9,9.8
Otto Porter Jr.,27.0,2TM,SF,28.0,3.5,8.1,0.432,1.4,3.7,0.375,0.48,0.857,1.0,4.4,5.4,2.0,0.6,0.1,0.9,9.7
Otto Porter Jr.,27.0,CHI,SF,25.0,3.6,8.1,0.441,1.5,3.8,0.4,0.477,0.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,9.9
Otto Porter Jr.,27.0,ORL,PF,3.0,3.0,8.3,0.36,0.3,3.0,0.111,0.5,1.0,0.0,4.7,4.7,1.7,1.3,0.0,0.0,8.0
Kentavious Caldwell-Pope,27.0,LAL,SG,67.0,3.3,7.6,0.431,1.8,4.4,0.41,0.46,0.866,0.4,2.3,2.7,1.9,0.9,0.4,1.0,9.7
Mike Muscala,29.0,OKC,C,35.0,3.4,7.6,0.446,1.9,5.3,0.37,0.614,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,9.7
Daniel Theis,28.0,2TM,C,65.0,3.9,7.2,0.541,0.8,2.3,0.322,0.646,0.673,1.4,4.0,5.5,1.7,0.6,0.9,1.0,9.6
Daniel Theis,28.0,BOS,C,42.0,3.8,6.9,0.552,0.8,2.3,0.347,0.653,0.687,1.3,4.0,5.2,1.6,0.6,1.0,1.0,9.5
Daniel Theis,28.0,CHI,C,23.0,4.0,7.7,0.522,0.7,2.5,0.281,0.636,0.651,1.7,4.2,5.9,1.8,0.7,0.6,1.1,10.0
Wayne Ellington,33.0,DET,SG,46.0,3.2,7.3,0.441,2.5,6.0,0.422,0.524,0.8,0.3,1.6,1.8,1.5,0.4,0.2,0.7,9.6
Cameron Johnson,24.0,PHO,PF,60.0,3.4,8.1,0.42,2.0,5.6,0.349,0.581,0.847,0.6,2.8,3.3,1.4,0.6,0.3,0.7,9.6
Isaac Okoro,20.0,CLE,SG,67.0,3.5,8.3,0.42,0.9,3.2,0.29,0.501,0.726,1.0,2.1,3.1,1.9,0.9,0.4,1.3,9.6
Taurean Prince,26.0,2TM,PF,41.0,3.2,8.0,0.401,1.5,3.8,0.4,0.401,0.855,0.5,3.0,3.5,1.9,0.7,0.6,1.1,9.5
Taurean Prince,26.0,BRK,PF,12.0,2.5,6.2,0.405,1.1,3.1,0.351,0.459,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,8.1
Taurean Prince,26.0,CLE,PF,29.0,3.5,8.7,0.399,1.7,4.1,0.415,0.385,0.837,0.6,3.1,3.7,2.4,0.7,0.5,1.2,10.1
Danny Green,33.0,PHI,SF,69.0,3.2,7.9,0.412,2.5,6.3,0.405,0.438,0.775,0.8,3.0,3.8,1.7,1.3,0.8,1.0,9.5
Eric Paschall,24.0,GSW,PF,40.0,3.7,7.5,0.497,0.5,1.4,0.333,0.533,0.713,0.7,2.5,3.2,1.3,0.3,0.2,1.1,9.5
Trevor Ariza,35.0,MIA,SF,30.0,3.3,8.0,0.411,1.7,4.8,0.35,0.5,0.773,0.9,3.9,4.8,1.8,1.0,0.6,0.7,9.4
Cody Zeller,28.0,CHO,C,48.0,3.8,6.8,0.559,0.1,0.6,0.143,0.598,0.714,2.5,4.4,6.8,1.8,0.6,0.4,1.1,9.4
KJ Martin,20.0,HOU,SF,45.0,3.6,7.1,0.509,0.8,2.1,0.365,0.572,0.714,1.6,3.8,5.4,1.1,0.7,0.9,0.8,9.3
Larry Nance Jr.,28.0,CLE,PF,35.0,3.7,7.8,0.471,1.2,3.3,0.36,0.551,0.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,9.3
Landry Shamet,23.0,BRK,SG,61.0,3.0,7.5,0.408,2.1,5.5,0.387,0.463,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,9.3
Desmond Bane,22.0,MEM,SG,68.0,3.4,7.3,0.469,1.7,4.0,0.432,0.513,0.816,0.5,2.6,3.1,1.7,0.6,0.2,0.9,9.2
Josh Hart,25.0,NOP,SF,47.0,3.2,7.3,0.439,1.3,4.1,0.326,0.583,0.775,1.1,6.9,8.0,2.3,0.8,0.3,1.0,9.2
David Nwaba,28.0,HOU,SF,30.0,3.5,7.3,0.486,0.6,2.1,0.27,0.574,0.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,9.2
Patrick Williams,19.0,CHI,PF,71.0,3.6,7.4,0.483,0.8,1.9,0.391,0.515,0.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,9.2
Furkan Korkmaz,23.0,PHI,SG,55.0,3.1,7.7,0.401,1.8,4.9,0.375,0.445,0.732,0.3,1.7,2.1,1.5,0.9,0.2,0.8,9.1
De'Anthony Melton,22.0,MEM,PG,52.0,3.3,7.6,0.438,1.7,4.1,0.412,0.467,0.804,0.6,2.5,3.1,2.5,1.2,0.6,1.3,9.1
Talen Horton-Tucker,20.0,LAL,SG,65.0,3.4,7.5,0.458,0.6,2.0,0.282,0.522,0.775,0.4,2.2,2.6,2.8,1.0,0.3,1.6,9.0
Robin Lopez,32.0,WAS,C,71.0,3.8,6.0,0.633,0.1,0.3,0.278,0.649,0.723,2.0,1.8,3.8,0.8,0.2,0.6,1.1,9.0
Paul Millsap,35.0,DEN,PF,56.0,3.4,7.2,0.476,0.9,2.6,0.343,0.55,0.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,9.0
Jaylen Nowell,21.0,MIN,SG,42.0,3.4,8.0,0.424,1.2,3.6,0.333,0.497,0.818,0.5,1.8,2.3,1.5,0.5,0.3,0.7,9.0
Ivica Zubac,23.0,LAC,C,72.0,3.6,5.5,0.652,0.0,0.1,0.25,0.656,0.789,2.6,4.6,7.2,1.3,0.3,0.9,1.1,9.0
DeMarcus Cousins,30.0,2TM,C,41.0,3.2,7.4,0.426,1.1,3.3,0.348,0.488,0.728,1.3,5.1,6.4,1.9,0.8,0.6,1.6,8.9
DeMarcus Cousins,30.0,HOU,C,25.0,3.2,8.4,0.376,1.6,4.6,0.336,0.426,0.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,9.6
DeMarcus Cousins,30.0,LAC,C,16.0,3.2,5.9,0.537,0.5,1.2,0.421,0.566,0.682,1.4,3.1,4.5,1.0,0.8,0.4,1.6,7.8
Bruce Brown,24.0,BRK,PG,65.0,3.6,6.5,0.556,0.3,0.9,0.288,0.599,0.735,1.7,3.7,5.4,1.6,0.9,0.4,0.8,8.8
Michael Carter-Williams,29.0,ORL,SG,31.0,3.4,8.7,0.389,0.5,2.0,0.246,0.431,0.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,8.8
Danuel House Jr.,27.0,HOU,SF,36.0,3.1,7.6,0.404,1.5,4.3,0.346,0.483,0.651,0.5,3.2,3.7,1.9,0.6,0.4,1.0,8.8
Jay Scrubb,20.0,LAC,SG,4.0,3.5,9.0,0.389,0.5,2.3,0.222,0.444,1.0,0.5,3.0,3.5,0.3,1.0,0.0,1.8,8.8
George Hill,34.0,2TM,PG,30.0,3.2,6.6,0.482,1.0,2.7,0.388,0.547,0.8,0.5,1.5,2.0,2.4,0.8,0.2,1.0,8.7
George Hill,34.0,OKC,PG,14.0,4.4,8.6,0.508,1.6,4.1,0.386,0.619,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,11.8
George Hill,34.0,PHI,PG,16.0,2.1,4.8,0.442,0.6,1.4,0.391,0.463,0.76,0.5,1.5,2.0,1.9,0.7,0.2,1.2,6.0
Terence Davis,23.0,2TM,SG,61.0,3.2,7.5,0.428,1.6,4.4,0.367,0.513,0.818,0.3,2.2,2.5,1.4,0.7,0.2,1.0,8.7
Terence Davis,23.0,TOR,SG,34.0,2.6,6.2,0.414,1.3,3.6,0.361,0.489,0.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,6.9
Terence Davis,23.0,SAC,SG,27.0,4.0,9.1,0.439,2.0,5.4,0.372,0.535,0.784,0.4,2.9,3.3,1.7,1.0,0.3,1.3,11.1
Raul Neto,28.0,WAS,PG,64.0,3.3,7.0,0.468,1.0,2.6,0.39,0.512,0.882,0.4,2.0,2.4,2.3,1.1,0.1,0.8,8.7
Isaiah Roby,22.0,OKC,PF,61.0,3.4,7.0,0.483,0.5,1.8,0.294,0.547,0.744,1.5,4.1,5.6,1.8,0.9,0.6,1.9,8.7
Dario Šarić,26.0,PHO,C,50.0,3.1,6.8,0.447,0.9,2.7,0.348,0.512,0.848,0.9,2.9,3.8,1.3,0.6,0.1,1.1,8.7
Moses Brown,21.0,OKC,C,43.0,3.4,6.2,0.545,0.0,0.0,0.0,0.545,0.619,3.6,5.3,8.9,0.2,0.7,1.1,1.0,8.6
T.J. McConnell,28.0,IND,PG,69.0,4.0,7.1,0.559,0.2,0.7,0.313,0.586,0.688,0.8,2.9,3.7,6.6,1.9,0.3,2.0,8.6
Jakob Poeltl,25.0,SAS,C,69.0,3.8,6.2,0.616,0.0,0.0,0.0,0.616,0.508,3.2,4.8,7.9,1.9,0.7,1.8,1.2,8.6
Ricky Rubio,30.0,MIN,PG,68.0,2.8,7.3,0.388,1.0,3.1,0.308,0.447,0.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,8.6
Svi Mykhailiuk,23.0,2TM,SF,66.0,3.2,7.7,0.411,1.6,4.8,0.334,0.536,0.76,0.4,2.1,2.5,1.7,0.8,0.2,1.3,8.5
Svi Mykhailiuk,23.0,DET,SF,36.0,2.3,6.2,0.377,1.6,4.8,0.333,0.519,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,6.9
Svi Mykhailiuk,23.0,OKC,SF,30.0,4.1,9.4,0.438,1.6,4.8,0.336,0.543,0.7,0.4,2.5,3.0,1.8,0.8,0.2,1.6,10.3
Robert Covington,30.0,POR,PF,70.0,2.9,7.3,0.401,1.9,5.1,0.379,0.451,0.806,0.9,5.8,6.7,1.7,1.4,1.2,0.9,8.5
Gabriel Deck,25.0,OKC,PF,10.0,3.2,6.7,0.478,0.2,1.5,0.133,0.577,0.818,1.6,2.4,4.0,2.4,0.8,0.0,0.6,8.4
James Ennis III,30.0,ORL,SF,41.0,2.8,5.9,0.473,1.1,2.5,0.433,0.504,0.805,1.0,3.0,4.0,1.5,0.8,0.2,0.9,8.4
Cameron Payne,26.0,PHO,PG,60.0,3.2,6.6,0.484,1.2,2.8,0.44,0.515,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1.0,8.4
Luke Kennard,24.0,LAC,SG,63.0,3.1,6.6,0.476,1.6,3.6,0.446,0.511,0.839,0.2,2.3,2.6,1.7,0.4,0.1,0.8,8.3
Mitchell Robinson,22.0,NYK,C,31.0,3.7,5.7,0.653,0.0,0.0,0.0,0.653,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,8.3
Cory Joseph,29.0,2TM,PG,63.0,3.2,6.8,0.469,0.7,2.1,0.341,0.527,0.818,0.6,2.0,2.5,3.4,1.0,0.3,1.3,8.2
Cory Joseph,29.0,SAC,PG,44.0,2.5,5.7,0.444,0.7,2.1,0.33,0.513,0.766,0.6,1.7,2.3,2.5,0.9,0.2,1.0,6.6
Cory Joseph,29.0,DET,PG,19.0,4.7,9.3,0.506,0.7,2.0,0.368,0.543,0.878,0.5,2.6,3.2,5.5,1.2,0.5,1.8,12.0
Sterling Brown,25.0,HOU,SG,51.0,2.9,6.6,0.448,1.8,4.2,0.423,0.492,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,8.2
Aleksej Pokusevski,19.0,OKC,PF,45.0,3.1,9.1,0.341,1.3,4.6,0.28,0.403,0.738,0.7,4.0,4.7,2.2,0.4,0.9,2.2,8.2
Nicolas Batum,32.0,LAC,SF,67.0,2.9,6.1,0.464,1.6,4.1,0.404,0.579,0.828,0.7,4.0,4.7,2.2,1.0,0.6,0.8,8.1
JaMychal Green,30.0,DEN,PF,58.0,3.0,6.4,0.463,1.4,3.4,0.399,0.534,0.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,8.1
Hassan Whiteside,31.0,SAC,C,36.0,3.5,6.2,0.563,0.0,0.0,0.0,0.565,0.519,1.7,4.3,6.0,0.6,0.3,1.3,1.1,8.1
Mo Bamba,22.0,ORL,C,46.0,3.1,6.5,0.472,0.8,2.6,0.322,0.568,0.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,8.0
Tyrese Maxey,20.0,PHI,SG,61.0,3.2,7.0,0.462,0.5,1.7,0.301,0.512,0.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,8.0
Kenrich Williams,26.0,OKC,PF,66.0,3.3,6.2,0.533,0.8,1.8,0.444,0.568,0.571,1.3,2.9,4.1,2.3,0.8,0.3,1.2,8.0
Robert Williams,23.0,BOS,C,52.0,3.6,5.0,0.721,0.0,0.0,0.0,0.727,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1.0,8.0
Austin Rivers,28.0,2TM,SG,36.0,2.9,6.8,0.424,1.5,4.1,0.369,0.51,0.71,0.2,2.1,2.3,2.3,0.8,0.1,1.0,7.9
Austin Rivers,28.0,NYK,SG,21.0,2.8,6.4,0.43,1.3,3.7,0.364,0.517,0.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,7.3
Austin Rivers,28.0,DEN,SG,15.0,3.1,7.3,0.418,1.8,4.8,0.375,0.5,0.706,0.2,2.1,2.3,2.6,1.2,0.1,0.9,8.7
Isaiah Stewart,19.0,DET,C,68.0,3.3,6.0,0.553,0.3,0.9,0.333,0.592,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1.0,7.9
Willy Hernangómez,26.0,NOP,C,47.0,3.2,5.7,0.563,0.0,0.2,0.1,0.581,0.667,2.5,4.6,7.1,1.1,0.5,0.5,0.7,7.8
Chuma Okeke,22.0,ORL,PF,45.0,3.0,7.2,0.417,1.1,3.1,0.348,0.47,0.75,0.9,3.1,4.0,2.2,1.1,0.5,0.8,7.8
Anfernee Simons,21.0,POR,SG,64.0,2.6,6.3,0.419,1.9,4.4,0.426,0.403,0.807,0.2,2.0,2.2,1.4,0.3,0.1,0.7,7.8
D.J. Augustin,33.0,2TM,PG,57.0,2.4,6.0,0.394,1.5,3.8,0.382,0.413,0.904,0.4,1.3,1.6,3.3,0.5,0.0,1.1,7.7
D.J. Augustin,33.0,MIL,PG,37.0,1.9,5.2,0.37,1.3,3.5,0.38,0.349,0.9,0.3,1.1,1.4,3.0,0.5,0.0,0.9,6.1
D.J. Augustin,33.0,HOU,PG,20.0,3.2,7.6,0.424,1.7,4.4,0.386,0.476,0.907,0.5,1.8,2.2,3.9,0.4,0.0,1.6,10.6
Ben McLemore,27.0,2TM,SG,53.0,2.5,6.9,0.37,1.8,5.3,0.346,0.447,0.736,0.3,1.6,1.9,0.7,0.4,0.2,0.8,7.7
Ben McLemore,27.0,HOU,SG,32.0,2.5,7.0,0.357,1.7,5.2,0.331,0.431,0.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,7.4
Ben McLemore,27.0,LAL,SG,21.0,2.6,6.7,0.39,2.0,5.4,0.368,0.481,0.762,0.2,1.4,1.6,0.5,0.1,0.3,0.7,8.0
PJ Dozier,24.0,DEN,SG,50.0,3.0,7.1,0.417,0.9,3.0,0.315,0.49,0.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,7.7
Mike James,30.0,BRK,PG,13.0,2.6,7.1,0.37,0.8,2.4,0.355,0.377,0.778,0.2,2.2,2.5,4.2,0.5,0.1,1.5,7.7
Naji Marshall,23.0,NOP,SF,32.0,2.6,6.5,0.392,0.9,2.6,0.349,0.421,0.707,0.5,4.2,4.6,2.8,0.8,0.3,1.2,7.7
Payton Pritchard,23.0,BOS,SG,66.0,2.8,6.3,0.44,1.5,3.8,0.411,0.482,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,7.7
