Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Terrence Ross,29.0,ORL,SG,46.0,5.5,13.4,0.412,1.9,5.7,0.337,0.469,0.87,0.3,3.1,3.4,2.3,1.0,0.5,1.6,15.6
T.J. Warren,27.0,IND,SF,4.0,6.8,12.8,0.529,0.0,1.8,0.0,0.614,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,15.5
Kelly Oubre Jr.,25.0,GSW,SF,55.0,5.8,13.2,0.439,1.6,5.2,0.316,0.519,0.695,1.5,4.5,6.0,1.3,1.0,0.8,1.3,15.4
Dennis Schröder,27.0,LAL,SG,61.0,5.4,12.5,0.437,1.2,3.5,0.335,0.476,0.848,0.5,3.0,3.5,5.8,1.1,0.2,2.7,15.4
Derrick White,26.0,SAS,SG,36.0,5.2,12.6,0.411,2.3,6.8,0.346,0.486,0.851,0.4,2.6,3.0,3.5,0.7,1.0,1.3,15.4
Gary Trent Jr.,22.0,2TM,SG,58.0,5.5,13.5,0.408,2.8,7.4,0.385,0.435,0.783,0.5,2.2,2.6,1.4,1.0,0.2,0.7,15.3
Gary Trent Jr.,22.0,POR,SG,41.0,5.3,12.8,0.414,3.0,7.4,0.397,0.438,0.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,15.0
Gary Trent Jr.,22.0,TOR,SG,17.0,6.1,15.4,0.395,2.6,7.3,0.355,0.431,0.806,0.4,3.2,3.6,1.3,1.1,0.2,0.7,16.2
Clint Capela,26.0,ATL,C,63.0,6.6,11.0,0.594,0.0,0.0,0.0,0.594,0.573,4.7,9.6,14.3,0.8,0.7,2.0,1.2,15.2
Tyler Herro,21.0,MIA,SG,54.0,5.7,12.9,0.439,2.0,5.5,0.36,0.498,0.803,0.5,4.5,5.0,3.4,0.6,0.3,1.9,15.1
Coby White,20.0,CHI,PG,69.0,5.4,13.1,0.416,2.4,6.6,0.359,0.473,0.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,15.1
De'Andre Hunter,23.0,ATL,SF,23.0,5.2,10.8,0.484,1.3,4.1,0.326,0.582,0.859,0.7,4.0,4.8,1.9,0.8,0.5,1.3,15.0
Andre Drummond,27.0,2TM,C,46.0,6.1,12.4,0.493,0.0,0.2,0.0,0.5,0.6,3.6,8.4,12.0,2.0,1.4,1.1,2.7,14.9
Andre Drummond,27.0,CLE,C,25.0,7.2,15.2,0.474,0.0,0.3,0.0,0.484,0.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,17.5
Andre Drummond,27.0,LAL,C,21.0,4.9,9.1,0.531,0.0,0.0,0.0,0.531,0.605,3.1,7.1,10.2,1.4,1.1,1.0,2.0,11.9
Devonte' Graham,25.0,CHO,PG,55.0,4.6,12.2,0.377,3.3,8.7,0.375,0.38,0.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,14.8
Derrick Rose,32.0,2TM,PG,50.0,5.7,12.2,0.47,1.0,2.6,0.388,0.492,0.866,0.4,2.2,2.6,4.2,1.0,0.4,1.6,14.7
Derrick Rose,32.0,DET,PG,15.0,5.3,12.3,0.429,0.9,2.6,0.333,0.455,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,14.2
Derrick Rose,32.0,NYK,PG,35.0,5.9,12.2,0.487,1.1,2.6,0.411,0.507,0.883,0.4,2.5,2.9,4.2,0.9,0.4,1.4,14.9
Lonzo Ball,23.0,NOP,PG,55.0,5.3,12.7,0.414,3.1,8.3,0.378,0.482,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,14.6
Kendrick Nunn,25.0,MIA,PG,56.0,5.7,11.8,0.485,2.2,5.7,0.381,0.583,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,14.6
Deandre Ayton,22.0,PHO,C,69.0,6.2,10.0,0.626,0.1,0.3,0.2,0.639,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,14.4
Jaren Jackson Jr.,21.0,MEM,C,11.0,4.8,11.4,0.424,1.5,5.5,0.283,0.554,0.833,1.5,4.1,5.6,1.1,1.1,1.6,1.4,14.4
Thomas Bryant,23.0,WAS,C,10.0,5.9,9.1,0.648,0.9,2.1,0.429,0.714,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,14.3
Rudy Gobert,28.0,UTA,C,71.0,5.5,8.2,0.675,0.0,0.1,0.0,0.68,0.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,14.3
Ben Simmons,24.0,PHI,PG,58.0,5.6,10.1,0.557,0.1,0.2,0.3,0.562,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,14.3
Richaun Holmes,27.0,SAC,C,61.0,6.0,9.4,0.637,0.0,0.2,0.182,0.645,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,14.2
Al Horford,34.0,OKC,C,28.0,5.8,12.9,0.45,2.0,5.4,0.368,0.51,0.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,14.2
Marvin Bagley III,21.0,SAC,PF,43.0,5.7,11.4,0.504,0.9,2.5,0.343,0.55,0.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,14.1
Joe Harris,29.0,BRK,SF,69.0,5.2,10.2,0.505,3.1,6.4,0.475,0.555,0.778,0.6,3.0,3.6,1.9,0.7,0.2,0.9,14.1
Luguentz Dort,21.0,OKC,SG,52.0,4.8,12.3,0.387,2.2,6.3,0.343,0.432,0.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,14.0
Rui Hachimura,22.0,WAS,PF,57.0,5.4,11.4,0.478,0.8,2.4,0.328,0.519,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,13.8
Darius Bazley,20.0,OKC,PF,55.0,5.0,12.5,0.396,1.5,5.2,0.29,0.47,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,13.7
Chris Boucher,28.0,TOR,C,60.0,4.8,9.3,0.514,1.5,3.9,0.383,0.609,0.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,13.6
Lauri Markkanen,23.0,CHI,PF,51.0,4.9,10.2,0.48,2.3,5.8,0.402,0.582,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,13.6
Doug McDermott,29.0,IND,PF,66.0,5.4,10.1,0.532,1.7,4.3,0.388,0.641,0.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,13.6
Kelly Olynyk,29.0,2TM,PF,70.0,4.8,10.0,0.484,1.8,5.3,0.342,0.641,0.829,1.2,5.7,7.0,2.9,1.1,0.6,1.8,13.5
Kelly Olynyk,29.0,MIA,C,43.0,3.8,8.7,0.431,1.8,5.7,0.317,0.639,0.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,10.0
Kelly Olynyk,29.0,HOU,PF,27.0,6.5,11.9,0.545,1.8,4.6,0.392,0.643,0.844,1.6,6.9,8.4,4.1,1.4,0.6,2.6,19.0
LaMarcus Aldridge,35.0,2TM,C,26.0,5.4,11.4,0.473,1.2,3.1,0.388,0.505,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,13.5
LaMarcus Aldridge,35.0,SAS,C,21.0,5.5,11.8,0.464,1.3,3.6,0.36,0.509,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,13.7
LaMarcus Aldridge,35.0,BRK,C,5.0,5.0,9.6,0.521,0.8,1.0,0.8,0.488,1.0,0.4,4.4,4.8,2.6,0.6,2.2,1.4,12.8
Mikal Bridges,24.0,PHO,SF,72.0,5.0,9.3,0.543,1.9,4.4,0.425,0.647,0.84,1.1,3.2,4.3,2.1,1.1,0.9,0.8,13.5
Montrezl Harrell,27.0,LAL,C,69.0,5.4,8.7,0.622,0.0,0.1,0.0,0.632,0.707,2.3,3.9,6.2,1.1,0.7,0.7,1.1,13.5
Carmelo Anthony,36.0,POR,PF,69.0,4.7,11.3,0.421,1.9,4.7,0.409,0.429,0.89,0.5,2.6,3.1,1.5,0.7,0.6,0.9,13.4
Goran Dragić,34.0,MIA,PG,50.0,4.8,11.1,0.432,1.8,4.9,0.373,0.479,0.828,0.5,2.9,3.4,4.4,0.7,0.2,2.4,13.4
Josh Jackson,23.0,DET,SG,62.0,4.8,11.4,0.419,1.2,4.1,0.3,0.487,0.729,0.9,3.2,4.1,2.3,0.9,0.8,2.3,13.4
Marcus Morris,31.0,LAC,PF,57.0,4.8,10.2,0.473,2.5,5.2,0.473,0.472,0.82,0.6,3.5,4.1,1.0,0.6,0.3,1.0,13.4
Danilo Gallinari,32.0,ATL,PF,51.0,4.0,9.3,0.434,2.0,5.0,0.406,0.466,0.925,0.3,3.8,4.1,1.5,0.6,0.2,0.8,13.3
Duncan Robinson,26.0,MIA,SF,72.0,4.4,10.0,0.439,3.5,8.5,0.408,0.625,0.827,0.1,3.4,3.5,1.8,0.6,0.3,1.1,13.1
Marcus Smart,26.0,BOS,PG,48.0,4.2,10.6,0.398,1.9,5.9,0.33,0.482,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2.0,13.1
Tyrese Haliburton,20.0,SAC,PG,58.0,5.0,10.7,0.472,2.1,5.1,0.409,0.529,0.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,13.0
Shake Milton,24.0,PHI,SG,63.0,4.8,10.6,0.45,1.1,3.2,0.35,0.494,0.83,0.5,1.8,2.3,3.1,0.6,0.3,1.6,13.0
Cole Anthony,20.0,ORL,PG,47.0,4.7,11.7,0.397,1.2,3.7,0.337,0.424,0.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,12.9
Markelle Fultz,22.0,ORL,PG,8.0,5.1,13.0,0.394,0.5,2.0,0.25,0.42,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,12.9
Kyle Kuzma,25.0,LAL,SF,68.0,4.9,11.1,0.443,2.0,5.6,0.361,0.525,0.691,1.6,4.5,6.1,1.9,0.5,0.6,1.7,12.9
P.J. Washington,22.0,CHO,PF,64.0,4.7,10.7,0.44,1.8,4.5,0.386,0.48,0.745,1.5,5.1,6.5,2.5,1.1,1.2,2.0,12.9
Jarrett Allen,22.0,2TM,C,63.0,4.7,7.7,0.618,0.1,0.3,0.316,0.631,0.703,3.1,6.9,10.0,1.7,0.5,1.4,1.6,12.8
Jarrett Allen,22.0,BRK,C,12.0,3.7,5.4,0.677,0.0,0.0,0.0,0.677,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,11.2
Jarrett Allen,22.0,CLE,C,51.0,5.0,8.2,0.609,0.1,0.4,0.316,0.623,0.69,3.1,6.8,9.9,1.7,0.5,1.4,1.5,13.2
Keldon Johnson,21.0,SAS,SF,69.0,4.9,10.2,0.479,0.9,2.6,0.331,0.531,0.74,1.3,4.6,6.0,1.8,0.6,0.3,1.1,12.8
Will Barton,30.0,DEN,SF,56.0,4.6,10.9,0.426,1.8,4.6,0.381,0.459,0.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,12.7
Miles Bridges,22.0,CHO,PF,66.0,4.7,9.4,0.503,1.8,4.4,0.4,0.593,0.867,1.2,4.8,6.0,2.2,0.7,0.8,1.6,12.7
Alec Burks,29.0,NYK,SG,49.0,4.3,10.2,0.42,2.1,5.0,0.415,0.425,0.856,0.4,4.2,4.6,2.2,0.6,0.3,1.0,12.7
Jalen Brunson,24.0,DAL,PG,68.0,4.8,9.2,0.523,1.2,2.9,0.405,0.578,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,12.6
Myles Turner,24.0,IND,C,47.0,4.4,9.2,0.477,1.5,4.4,0.335,0.606,0.782,1.3,5.2,6.5,1.0,0.9,3.4,1.4,12.6
