Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Kevin Huerter,23.0,ATL,SF,74.0,4.7,10.3,0.454,2.2,5.6,0.389,0.53,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,12.1
Marcus Smart,27.0,BOS,PG,71.0,4.2,10.1,0.418,1.7,5.1,0.331,0.506,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,12.1
Lonnie Walker IV,23.0,SAS,SG,70.0,4.4,10.9,0.407,1.6,5.0,0.314,0.487,0.784,0.3,2.3,2.6,2.2,0.6,0.3,1.0,12.1
Derrick Rose,33.0,NYK,PG,26.0,4.7,10.5,0.445,1.4,3.5,0.402,0.467,0.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,12.0
Devonte' Graham,26.0,NOP,PG,76.0,3.9,10.7,0.363,2.5,7.4,0.341,0.413,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,11.9
Luke Kennard,25.0,LAC,SG,70.0,4.1,9.1,0.449,2.7,6.0,0.449,0.449,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,11.9
Jalen Suggs,20.0,ORL,PG,48.0,4.1,11.4,0.361,0.9,4.1,0.214,0.443,0.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,11.8
Jae'Sean Tate,26.0,HOU,PF,78.0,4.7,9.3,0.498,0.8,2.6,0.312,0.569,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,11.8
Alec Burks,30.0,NYK,SG,81.0,3.5,9.0,0.391,1.9,4.8,0.404,0.378,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,11.7
Danilo Gallinari,33.0,ATL,PF,66.0,3.9,9.0,0.434,1.7,4.5,0.381,0.485,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,11.7
Kemba Walker,31.0,NYK,PG,37.0,4.0,10.0,0.403,2.0,5.4,0.367,0.444,0.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,11.6
Davion Mitchell,23.0,SAC,PG,75.0,4.7,11.2,0.418,1.3,4.3,0.316,0.48,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,11.5
Cameron Oliver,25.0,ATL,SF,2.0,5.0,7.5,0.667,0.5,1.5,0.333,0.75,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,11.5
Patty Mills,33.0,BRK,SG,81.0,4.0,9.8,0.408,2.8,7.0,0.4,0.429,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,11.4
Marvin Bagley III,22.0,2TM,PF,48.0,4.7,9.3,0.504,0.5,2.0,0.237,0.579,0.663,2.2,4.9,7.0,0.8,0.5,0.4,0.8,11.3
Marvin Bagley III,22.0,SAC,PF,30.0,3.8,8.2,0.463,0.5,2.1,0.242,0.538,0.745,2.2,4.9,7.2,0.6,0.3,0.4,0.7,9.3
Marvin Bagley III,22.0,DET,PF,18.0,6.2,11.1,0.555,0.4,1.9,0.229,0.624,0.593,2.1,4.7,6.8,1.1,0.7,0.4,1.0,14.6
Rui Hachimura,23.0,WAS,PF,42.0,4.5,9.1,0.491,1.3,2.9,0.447,0.512,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,11.3
Joe Harris,30.0,BRK,SF,14.0,4.0,8.9,0.452,2.9,6.3,0.466,0.417,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,11.3
Doug McDermott,30.0,SAS,PF,51.0,4.2,9.1,0.462,2.1,5.0,0.422,0.512,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,11.3
Immanuel Quickley,22.0,NYK,PG,78.0,3.6,9.3,0.392,1.8,5.1,0.346,0.448,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,11.3
Grayson Allen,26.0,MIL,SG,66.0,3.9,8.6,0.448,2.4,5.9,0.409,0.533,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,11.1
Clint Capela,27.0,ATL,C,74.0,5.0,8.2,0.613,0.0,0.0,0.0,0.614,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,11.1
Gary Harris,27.0,ORL,SG,61.0,3.9,9.1,0.434,1.9,5.0,0.384,0.494,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,11.1
Hamidou Diallo,23.0,DET,SG,58.0,4.5,9.1,0.496,0.4,1.6,0.247,0.55,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1.0,11.0
Dorian Finney-Smith,28.0,DAL,PF,80.0,4.1,8.7,0.471,2.2,5.4,0.395,0.599,0.675,1.5,3.2,4.7,1.9,1.1,0.5,1.0,11.0
Zavier Simpson,24.0,OKC,PG,4.0,4.8,13.0,0.365,0.3,2.0,0.125,0.409,1.0,0.5,4.8,5.3,7.5,1.3,1.0,2.5,11.0
Duncan Robinson,27.0,MIA,SG,79.0,3.7,9.2,0.399,2.9,7.9,0.372,0.569,0.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,10.9
Darius Bazley,21.0,OKC,PF,69.0,4.0,9.4,0.422,1.2,3.9,0.297,0.511,0.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,10.8
Markelle Fultz,23.0,ORL,PG,18.0,4.6,9.7,0.474,0.2,0.9,0.235,0.5,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,10.8
Terance Mann,25.0,LAC,SF,81.0,4.1,8.5,0.484,0.9,2.6,0.365,0.535,0.78,1.3,4.0,5.2,2.6,0.7,0.3,1.0,10.8
De'Anthony Melton,23.0,MEM,SG,73.0,3.8,9.5,0.404,1.9,5.1,0.374,0.44,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,10.8
Cameron Payne,27.0,PHO,PG,58.0,4.1,10.1,0.409,1.2,3.6,0.336,0.449,0.843,0.4,2.6,3.0,4.9,0.7,0.3,1.8,10.8
Melvin Frazier,25.0,OKC,SG,3.0,4.3,16.0,0.271,0.3,7.0,0.048,0.444,0.714,1.7,2.7,4.3,0.3,0.3,0.0,1.0,10.7
Cedi Osman,26.0,CLE,SF,66.0,3.7,8.7,0.432,1.9,5.4,0.357,0.559,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,10.7
Nickeil Alexander-Walker,23.0,2TM,SG,65.0,3.9,10.5,0.372,1.6,5.2,0.311,0.433,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,10.6
Nickeil Alexander-Walker,23.0,NOP,SG,50.0,4.7,12.6,0.375,1.9,6.1,0.311,0.434,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,12.8
Nickeil Alexander-Walker,23.0,UTA,SG,15.0,1.1,3.2,0.333,0.7,2.2,0.303,0.4,0.917,0.1,1.5,1.5,1.1,0.3,0.3,0.5,3.5
Mo Bamba,23.0,ORL,C,71.0,4.2,8.7,0.48,1.5,4.0,0.381,0.563,0.781,2.1,6.0,8.1,1.2,0.5,1.7,1.1,10.6
Frank Jackson,23.0,DET,PG,53.0,3.7,9.1,0.402,1.6,5.3,0.308,0.529,0.827,0.4,1.3,1.6,1.0,0.5,0.2,0.7,10.6
Frank Kaminsky,28.0,PHO,C,9.0,4.0,7.3,0.545,0.6,1.7,0.333,0.608,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,10.6
Max Strus,25.0,MIA,SF,68.0,3.7,8.3,0.441,2.7,6.5,0.41,0.557,0.792,0.4,2.6,3.0,1.4,0.4,0.2,0.8,10.6
Trey Lyles,26.0,2TM,PF,75.0,3.5,7.5,0.466,0.9,2.8,0.321,0.552,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,10.5
Trey Lyles,26.0,DET,PF,51.0,3.4,7.5,0.456,0.9,2.9,0.301,0.55,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,10.4
Trey Lyles,26.0,SAC,PF,24.0,3.6,7.4,0.489,1.0,2.6,0.365,0.557,0.851,1.2,4.4,5.6,1.3,0.3,0.3,0.8,10.6
Brandon Clarke,25.0,MEM,PF,64.0,4.5,7.0,0.644,0.1,0.3,0.227,0.666,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,10.4
Terence Davis,24.0,SAC,SG,30.0,3.8,8.9,0.423,1.6,5.0,0.329,0.542,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,10.4
Richaun Holmes,28.0,SAC,C,45.0,4.4,6.7,0.66,0.0,0.1,0.4,0.664,0.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,10.4
Tre Mann,20.0,OKC,PG,60.0,3.9,9.8,0.393,1.6,4.5,0.36,0.421,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,10.4
Jeff Green,35.0,DEN,PF,75.0,3.7,7.1,0.524,0.7,2.2,0.315,0.62,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,10.3
P.J. Washington,23.0,CHO,C,65.0,3.8,8.2,0.47,1.7,4.6,0.365,0.606,0.716,1.3,3.9,5.2,2.3,0.9,0.9,1.3,10.3
Ivica Zubac,24.0,LAC,C,76.0,4.1,6.5,0.626,0.0,0.0,0.0,0.626,0.727,2.9,5.6,8.5,1.6,0.5,1.0,1.5,10.3
Josh Richardson,28.0,2TM,SG,65.0,3.6,8.2,0.438,1.6,3.8,0.415,0.458,0.889,0.6,2.2,2.8,1.8,0.9,0.4,1.0,10.2
Josh Richardson,28.0,BOS,SG,44.0,3.5,7.8,0.443,1.4,3.5,0.397,0.481,0.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,9.7
Josh Richardson,28.0,SAS,SG,21.0,3.9,9.1,0.429,1.9,4.3,0.444,0.416,0.946,0.8,2.1,2.9,2.3,1.0,0.3,1.3,11.4
Al Horford,35.0,BOS,C,69.0,3.9,8.2,0.467,1.3,3.8,0.336,0.582,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,10.2
Ben McLemore,28.0,POR,SG,64.0,3.4,8.4,0.401,2.4,6.5,0.362,0.533,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,10.2
Cam Reddish,22.0,2TM,SF,49.0,3.4,8.3,0.404,1.3,3.8,0.359,0.442,0.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,10.1
Cam Reddish,22.0,ATL,SF,34.0,4.1,10.1,0.402,1.7,4.5,0.379,0.421,0.9,0.6,1.9,2.5,1.1,1.0,0.3,1.3,11.9
Cam Reddish,22.0,NYK,SF,15.0,1.8,4.3,0.415,0.5,2.1,0.258,0.559,0.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,6.1
Justin Holiday,32.0,2TM,SF,74.0,3.5,8.9,0.394,2.4,6.5,0.367,0.467,0.806,0.4,2.2,2.6,1.7,0.8,0.4,0.9,10.1
Justin Holiday,32.0,IND,SF,49.0,3.9,9.3,0.415,2.6,6.9,0.378,0.516,0.829,0.4,2.4,2.8,1.8,0.7,0.4,1.0,11.0
Justin Holiday,32.0,SAC,SG,25.0,2.8,8.2,0.348,2.0,5.8,0.342,0.362,0.762,0.4,1.8,2.2,1.5,0.8,0.6,0.8,8.3
Bones Hyland,21.0,DEN,SG,69.0,3.3,8.3,0.403,1.9,5.2,0.366,0.465,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,10.1
Isaiah Roby,23.0,OKC,PF,45.0,3.7,7.2,0.514,1.0,2.2,0.444,0.545,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,10.1
Devin Cannady,25.0,ORL,PG,5.0,3.0,8.8,0.341,3.0,7.4,0.405,0.0,0.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,10.0
Talen Horton-Tucker,21.0,LAL,SG,60.0,3.7,9.0,0.416,0.8,3.0,0.269,0.492,0.8,0.6,2.6,3.2,2.7,1.0,0.5,1.4,10.0
Garrison Mathews,25.0,HOU,SG,65.0,2.8,7.1,0.399,2.1,5.9,0.36,0.6,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,10.0
Terrence Ross,30.0,ORL,SG,63.0,3.5,8.8,0.397,1.2,4.2,0.292,0.493,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,10.0
Robert Williams,24.0,BOS,C,61.0,4.4,6.0,0.736,0.0,0.0,0.0,0.738,0.722,3.9,5.7,9.6,2.0,0.9,2.2,1.0,10.0
Eric Bledsoe,32.0,LAC,PG,54.0,3.6,8.7,0.421,0.9,3.0,0.313,0.479,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,9.9
Pat Connaughton,29.0,MIL,SF,65.0,3.5,7.6,0.458,2.2,5.7,0.395,0.643,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,9.9
Michael Porter Jr.,23.0,DEN,SF,9.0,4.1,11.4,0.359,1.1,5.3,0.208,0.491,0.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,9.9
Duane Washington Jr.,21.0,IND,PG,48.0,3.6,8.9,0.405,1.7,4.5,0.377,0.434,0.754,0.1,1.6,1.7,1.8,0.5,0.1,1.2,9.9
Nassir Little,21.0,POR,SF,42.0,3.5,7.5,0.46,1.2,3.7,0.331,0.584,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,9.8
Alperen Şengün,19.0,HOU,C,72.0,3.5,7.3,0.474,0.4,1.6,0.248,0.539,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,9.6
Terry Taylor,22.0,IND,PF,33.0,4.1,6.7,0.614,0.4,1.2,0.316,0.676,0.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,9.6
Herbert Jones,23.0,NOP,PF,78.0,3.5,7.4,0.476,0.7,2.2,0.337,0.533,0.84,1.3,2.5,3.8,2.1,1.7,0.8,1.3,9.5
Chris Boucher,29.0,TOR,SF,80.0,3.4,7.2,0.464,0.9,2.9,0.297,0.575,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,9.4
Jae Crowder,31.0,PHO,PF,67.0,3.2,8.1,0.399,1.9,5.4,0.348,0.503,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,9.4
Daniel Gafford,23.0,WAS,C,72.0,4.0,5.7,0.693,0.0,0.0,0.0,0.695,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,9.4
Jaxson Hayes,21.0,NOP,C,70.0,3.5,5.7,0.616,0.3,0.8,0.351,0.66,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,9.3
Jonathan Kuminga,19.0,GSW,SF,70.0,3.4,6.6,0.513,0.7,2.1,0.336,0.598,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,9.3
Jalen Smith,21.0,2TM,PF,51.0,3.5,6.9,0.503,0.8,2.4,0.328,0.596,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,9.2
Jalen Smith,21.0,PHO,PF,29.0,2.2,4.7,0.46,0.3,1.3,0.231,0.551,0.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,6.0
Jalen Smith,21.0,IND,PF,22.0,5.1,9.7,0.531,1.4,3.8,0.373,0.631,0.76,2.1,5.5,7.6,0.8,0.4,1.0,0.9,13.4
Reggie Perry,21.0,2TM,PF,10.0,4.0,7.9,0.506,0.3,1.6,0.188,0.587,0.6,1.5,3.2,4.7,1.2,0.9,0.6,1.1,9.2
Reggie Perry,21.0,POR,PF,9.0,4.3,8.7,0.5,0.3,1.8,0.188,0.581,0.6,1.7,3.4,5.1,1.3,1.0,0.7,1.2,10.0
Reggie Perry,21.0,IND,PF,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
Patrick Beverley,33.0,MIN,PG,58.0,3.1,7.5,0.406,1.4,4.2,0.343,0.485,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,9.2
Caleb Martin,26.0,MIA,SF,60.0,3.5,6.8,0.507,1.1,2.6,0.413,0.565,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,9.2
Jaden McDaniels,21.0,MIN,PF,70.0,3.6,7.9,0.46,1.1,3.6,0.317,0.579,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,9.2
JaVale McGee,34.0,PHO,C,74.0,3.9,6.2,0.629,0.0,0.1,0.222,0.637,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,9.2
Georges Niang,28.0,PHI,PF,76.0,3.2,7.4,0.437,2.1,5.1,0.403,0.511,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,9.2
Precious Achiuwa,22.0,TOR,C,73.0,3.6,8.3,0.439,0.8,2.1,0.359,0.468,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,9.1
Oshae Brissett,23.0,IND,SF,67.0,3.1,7.6,0.411,1.2,3.5,0.35,0.465,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,9.1
Willy Hernangómez,27.0,NOP,C,50.0,3.4,6.5,0.52,0.1,0.2,0.333,0.527,0.773,2.9,3.9,6.8,1.3,0.4,0.4,1.0,9.1
Kelly Olynyk,30.0,DET,C,40.0,3.2,7.2,0.448,1.0,3.0,0.336,0.527,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,9.1
Donte DiVincenzo,25.0,2TM,SG,42.0,2.8,8.0,0.351,1.8,5.2,0.339,0.373,0.843,1.0,3.1,4.0,2.8,1.1,0.2,1.7,9.0
Donte DiVincenzo,25.0,MIL,SG,17.0,2.3,6.9,0.331,1.2,4.4,0.284,0.409,0.852,1.1,2.5,3.5,1.7,0.6,0.2,1.6,7.2
Donte DiVincenzo,25.0,SAC,SG,25.0,3.2,8.7,0.362,2.1,5.8,0.368,0.351,0.839,0.9,3.5,4.4,3.6,1.5,0.2,1.8,10.3
DeMarcus Cousins,31.0,2TM,C,48.0,3.1,6.8,0.46,0.8,2.5,0.303,0.554,0.76,1.5,4.1,5.6,1.5,0.7,0.4,1.8,9.0
DeMarcus Cousins,31.0,MIL,C,17.0,3.2,6.9,0.466,0.8,2.8,0.271,0.6,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,9.1
DeMarcus Cousins,31.0,DEN,C,31.0,3.0,6.6,0.456,0.8,2.4,0.324,0.53,0.736,1.6,3.9,5.5,1.7,0.6,0.4,2.2,8.9
Bruce Brown,25.0,BRK,SF,72.0,3.6,7.0,0.506,0.5,1.3,0.404,0.529,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,9.0
Amir Coffey,24.0,LAC,SG,69.0,3.1,6.8,0.453,1.4,3.7,0.378,0.542,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,9.0
Obi Toppin,23.0,NYK,PF,72.0,3.5,6.6,0.531,0.7,2.3,0.308,0.655,0.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,9.0
Moritz Wagner,24.0,ORL,C,63.0,3.1,6.3,0.497,1.0,3.2,0.328,0.672,0.806,0.7,3.0,3.7,1.4,0.3,0.2,0.9,9.0
Patrick Williams,20.0,CHI,PF,17.0,3.2,6.0,0.529,0.9,1.7,0.517,0.534,0.732,1.0,3.1,4.1,0.9,0.5,0.5,0.9,9.0
Chimezie Metu,24.0,SAC,C,60.0,3.4,7.5,0.452,1.0,3.1,0.306,0.555,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,8.9
Bryn Forbes,28.0,2TM,SG,75.0,3.1,7.2,0.429,1.6,3.9,0.414,0.447,0.908,0.1,1.1,1.2,1.0,0.3,0.1,0.7,8.8
Bryn Forbes,28.0,SAS,SG,40.0,3.2,7.4,0.432,1.6,3.8,0.417,0.448,0.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,9.1
Bryn Forbes,28.0,DEN,SG,35.0,2.9,6.9,0.424,1.7,4.1,0.41,0.444,0.921,0.2,0.7,0.9,1.0,0.2,0.1,0.7,8.6
Ayo Dosunmu,22.0,CHI,SG,77.0,3.6,6.9,0.52,0.9,2.4,0.376,0.596,0.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,8.8
KJ Martin,21.0,HOU,SF,79.0,3.5,6.6,0.533,0.8,2.1,0.357,0.617,0.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,8.8
Isaac Okoro,21.0,CLE,SF,67.0,3.1,6.4,0.48,0.8,2.3,0.35,0.555,0.768,1.1,1.9,3.0,1.8,0.8,0.3,0.9,8.8
Nic Claxton,22.0,BRK,C,47.0,3.8,5.6,0.674,0.0,0.0,0.0,0.674,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,8.7
Tyus Jones,25.0,MEM,PG,73.0,3.4,7.6,0.451,1.1,2.8,0.39,0.487,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,8.7
Dwight Powell,30.0,DAL,C,82.0,3.3,4.9,0.671,0.2,0.5,0.351,0.703,0.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,8.7
Gabe Vincent,25.0,MIA,PG,68.0,3.1,7.5,0.417,1.8,4.8,0.368,0.5,0.815,0.3,1.5,1.9,3.1,0.9,0.2,1.4,8.7
Reggie Bullock,30.0,DAL,SF,68.0,3.0,7.4,0.401,2.1,5.8,0.36,0.55,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,8.6
Chuma Okeke,23.0,ORL,PF,70.0,3.1,8.2,0.376,1.7,5.3,0.318,0.48,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,8.6
Robert Covington,31.0,2TM,PF,71.0,2.9,7.0,0.42,1.8,4.8,0.378,0.509,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,8.5
Robert Covington,31.0,POR,PF,48.0,2.7,7.0,0.381,1.6,4.8,0.343,0.462,0.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,7.6
Robert Covington,31.0,LAC,PF,23.0,3.5,7.0,0.5,2.1,4.7,0.45,0.604,0.848,0.8,4.3,5.1,1.0,1.3,1.2,0.7,10.4
T.J. McConnell,29.0,IND,PG,27.0,3.7,7.7,0.481,0.4,1.2,0.303,0.514,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,8.5
Jaylen Nowell,22.0,MIN,SG,62.0,3.2,6.7,0.475,1.0,2.6,0.394,0.526,0.783,0.4,1.6,2.0,2.1,0.4,0.2,0.6,8.5
Mitchell Robinson,23.0,NYK,C,72.0,3.6,4.8,0.761,0.0,0.0,0.0,0.761,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,8.5
Cam Thomas,20.0,BRK,SG,67.0,3.3,7.5,0.433,0.7,2.6,0.27,0.52,0.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,8.5
Isaiah Thomas,32.0,3TM,PG,22.0,3.0,7.6,0.401,1.3,3.8,0.337,0.464,0.846,0.2,1.1,1.3,1.5,0.3,0.2,0.7,8.4
Isaiah Thomas,32.0,LAL,PG,4.0,3.0,9.8,0.308,1.3,5.5,0.227,0.412,0.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,9.3
Isaiah Thomas,32.0,DAL,PG,1.0,3.0,8.0,0.375,0.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0
Isaiah Thomas,32.0,CHO,PG,17.0,3.1,7.1,0.433,1.4,3.4,0.397,0.468,0.933,0.2,1.1,1.2,1.4,0.4,0.2,0.6,8.3
Deni Avdija,21.0,WAS,SF,82.0,3.0,7.1,0.432,1.0,3.2,0.317,0.525,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,8.4
Lance Stephenson,31.0,2TM,SG,46.0,3.2,7.0,0.455,0.6,2.0,0.3,0.515,0.788,0.3,2.5,2.8,3.6,0.5,0.1,1.6,8.3
Lance Stephenson,31.0,ATL,SG,6.0,0.8,2.2,0.385,0.0,0.5,0.0,0.5,0.5,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.8
Lance Stephenson,31.0,IND,PG,40.0,3.6,7.8,0.458,0.7,2.2,0.31,0.516,0.795,0.3,2.5,2.8,3.9,0.6,0.1,1.7,9.3
Nicolas Batum,33.0,LAC,PF,59.0,3.0,6.6,0.463,1.8,4.6,0.4,0.607,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,8.3
Isaiah Hartenstein,23.0,LAC,C,68.0,3.4,5.4,0.626,0.2,0.4,0.467,0.64,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,8.3
Isaiah Jackson,20.0,IND,C,36.0,3.2,5.7,0.563,0.1,0.4,0.313,0.584,0.682,1.7,2.5,4.1,0.3,0.7,1.4,1.1,8.3
Naz Reid,22.0,MIN,C,77.0,3.0,6.2,0.489,0.7,2.2,0.343,0.568,0.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,8.3
Landry Shamet,24.0,PHO,SG,69.0,2.8,7.0,0.394,1.8,4.8,0.368,0.45,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,8.3
Isaiah Stewart,20.0,DET,C,71.0,3.5,6.9,0.51,0.2,0.6,0.326,0.529,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,8.3
Aaron Wiggins,23.0,OKC,SG,50.0,3.1,6.7,0.463,0.8,2.8,0.304,0.573,0.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,8.3
Daniel Theis,29.0,2TM,C,47.0,3.2,6.2,0.519,0.7,2.3,0.308,0.641,0.681,1.3,3.6,4.9,0.9,0.4,0.7,1.0,8.2
Daniel Theis,29.0,HOU,C,26.0,3.2,6.9,0.469,0.9,3.0,0.291,0.61,0.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,8.4
Daniel Theis,29.0,BOS,C,21.0,3.2,5.3,0.598,0.5,1.3,0.357,0.679,0.688,1.3,3.4,4.7,1.0,0.4,0.7,0.7,7.9
Corey Kispert,22.0,WAS,SF,77.0,3.0,6.7,0.455,1.5,4.2,0.35,0.629,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,8.2
Shake Milton,25.0,PHI,SG,55.0,3.1,7.3,0.429,0.8,2.4,0.323,0.481,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,8.2
Onyeka Okongwu,21.0,ATL,C,48.0,3.3,4.7,0.69,0.0,0.0,0.0,0.69,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,8.2
Otto Porter Jr.,28.0,GSW,PF,63.0,3.1,6.6,0.464,1.3,3.4,0.37,0.565,0.803,1.4,4.4,5.7,1.5,1.1,0.5,0.6,8.2
Hassan Whiteside,32.0,UTA,C,65.0,3.3,5.1,0.652,0.0,0.0,0.0,0.652,0.623,2.6,5.0,7.6,0.4,0.3,1.6,0.8,8.2
Rudy Gay,35.0,UTA,PF,55.0,2.9,6.9,0.414,1.3,3.7,0.345,0.494,0.785,1.0,3.4,4.4,1.0,0.5,0.3,0.9,8.1
Damian Jones,26.0,SAC,C,56.0,3.1,4.8,0.658,0.2,0.5,0.345,0.696,0.718,1.3,3.1,4.4,1.2,0.5,0.8,1.1,8.1
Ziaire Williams,20.0,MEM,SF,62.0,3.1,6.8,0.45,1.2,3.9,0.314,0.632,0.782,0.4,1.7,2.1,1.0,0.6,0.2,0.7,8.1
Cory Joseph,30.0,DET,PG,65.0,2.7,6.2,0.445,1.0,2.4,0.414,0.465,0.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,8.0
Mike Muscala,30.0,OKC,C,43.0,2.6,5.8,0.456,1.6,3.8,0.429,0.506,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,8.0
Malik Newman,24.0,CLE,PG,1.0,3.0,5.0,0.6,0.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0
Lindy Waters III,24.0,OKC,SG,25.0,2.8,7.0,0.406,2.1,5.8,0.363,0.621,0.8,0.2,2.7,2.9,1.0,0.8,0.3,0.4,8.0
