Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Dejounte Murray,25.0,SAS,PG,68.0,8.4,18.3,0.462,1.4,4.3,0.327,0.504,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,21.1
Tyler Herro,22.0,MIA,SG,66.0,7.6,17.0,0.447,2.7,6.7,0.399,0.477,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,20.7
Klay Thompson,31.0,GSW,SG,32.0,7.7,17.9,0.429,3.6,9.3,0.385,0.477,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,20.4
Fred VanVleet,27.0,TOR,PG,65.0,6.8,16.9,0.403,3.7,9.9,0.377,0.44,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,20.3
Kristaps Porziņģis,26.0,2TM,PF,51.0,6.9,15.0,0.459,1.5,4.9,0.31,0.532,0.867,2.0,6.1,8.1,2.3,0.7,1.6,1.6,20.2
Kristaps Porziņģis,26.0,DAL,PF,34.0,6.7,14.9,0.451,1.4,5.1,0.283,0.537,0.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,19.2
Kristaps Porziņģis,26.0,WAS,PF,17.0,7.2,15.2,0.475,1.7,4.6,0.367,0.522,0.871,2.2,6.6,8.8,2.9,0.7,1.5,1.6,22.1
Miles Bridges,23.0,CHO,PF,80.0,7.5,15.2,0.491,1.9,5.8,0.331,0.59,0.802,1.1,5.9,7.0,3.8,0.9,0.8,1.9,20.2
LaMelo Ball,20.0,CHO,PG,75.0,7.2,16.7,0.429,2.9,7.5,0.389,0.462,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,20.1
Khris Middleton,30.0,MIL,SF,66.0,6.8,15.5,0.443,2.5,6.6,0.373,0.494,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,20.1
Julius Randle,27.0,NYK,PF,72.0,7.1,17.3,0.411,1.7,5.4,0.308,0.458,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,20.1
RJ Barrett,21.0,NYK,SF,70.0,7.0,17.1,0.408,2.0,5.8,0.342,0.442,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,20.0
Terry Rozier,27.0,CHO,SG,73.0,7.1,16.0,0.444,3.0,8.1,0.374,0.516,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,19.3
Jerami Grant,27.0,DET,PF,47.0,6.3,14.9,0.426,1.9,5.4,0.358,0.465,0.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,19.2
Bam Adebayo,24.0,MIA,C,56.0,7.3,13.0,0.557,0.0,0.1,0.0,0.562,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,19.1
Malcolm Brogdon,29.0,IND,PG,36.0,6.8,15.1,0.448,1.6,5.2,0.312,0.518,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,19.1
Norman Powell,28.0,2TM,SG,45.0,6.2,13.4,0.461,2.4,5.6,0.419,0.491,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,19.0
Norman Powell,28.0,POR,SF,40.0,6.2,13.6,0.456,2.3,5.7,0.406,0.492,0.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,18.7
Norman Powell,28.0,LAC,SG,5.0,6.4,12.6,0.508,2.6,4.8,0.542,0.487,0.857,0.6,2.2,2.8,2.8,0.4,0.8,1.4,21.4
Domantas Sabonis,25.0,2TM,PF,62.0,7.1,12.5,0.573,0.6,2.0,0.312,0.623,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,18.9
Domantas Sabonis,25.0,IND,PF,47.0,7.0,12.1,0.58,0.7,2.3,0.324,0.639,0.74,3.3,8.8,12.1,5.0,1.0,0.5,3.0,18.9
Domantas Sabonis,25.0,SAC,PF,15.0,7.5,13.5,0.554,0.3,1.1,0.235,0.584,0.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,18.9
Jordan Poole,22.0,GSW,SG,76.0,6.2,13.9,0.448,2.8,7.6,0.364,0.55,0.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,18.5
Russell Westbrook,33.0,LAL,PG,78.0,7.0,15.8,0.444,1.0,3.4,0.298,0.485,0.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,18.5
Dillon Brooks,26.0,MEM,SF,32.0,7.1,16.4,0.432,1.4,4.7,0.309,0.48,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,18.4
Jrue Holiday,31.0,MIL,PG,67.0,7.1,14.2,0.501,2.0,4.8,0.411,0.547,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,18.3
Gary Trent Jr.,23.0,TOR,SG,70.0,6.4,15.5,0.414,3.0,7.8,0.383,0.445,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,18.3
Desmond Bane,23.0,MEM,SG,76.0,6.7,14.5,0.461,3.0,6.9,0.436,0.484,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,18.2
Bojan Bogdanović,32.0,UTA,PF,69.0,6.1,13.4,0.455,2.6,6.8,0.387,0.524,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,18.1
D'Angelo Russell,25.0,MIN,PG,65.0,6.2,15.0,0.411,2.7,8.0,0.34,0.492,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,18.1
Christian Wood,26.0,HOU,C,68.0,6.5,12.9,0.501,1.9,4.9,0.39,0.57,0.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,17.9
Jonas Valančiūnas,29.0,NOP,C,74.0,6.9,12.7,0.544,0.8,2.1,0.361,0.581,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,17.8
Nikola Vučević,31.0,CHI,C,73.0,7.5,15.8,0.473,1.4,4.5,0.314,0.537,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,17.6
Tyrese Maxey,21.0,PHI,PG,75.0,6.4,13.3,0.485,1.8,4.1,0.427,0.512,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,17.5
Cade Cunningham,20.0,DET,SG,64.0,6.7,16.1,0.416,1.8,5.7,0.314,0.472,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,17.4
Jalen Green,19.0,HOU,SG,67.0,6.1,14.2,0.426,2.3,6.8,0.343,0.502,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,17.3
Anfernee Simons,22.0,POR,SG,57.0,6.2,14.0,0.443,3.1,7.8,0.405,0.49,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,17.3
Deandre Ayton,23.0,PHO,C,58.0,7.6,12.0,0.634,0.1,0.3,0.368,0.642,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,17.2
Luguentz Dort,22.0,OKC,SG,51.0,5.7,14.2,0.404,2.5,7.7,0.332,0.487,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,17.2
Tobias Harris,29.0,PHI,PF,73.0,6.8,14.0,0.482,1.4,3.8,0.367,0.525,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,17.2
Andrew Wiggins,26.0,GSW,SF,73.0,6.5,14.0,0.466,2.2,5.5,0.393,0.513,0.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,17.2
OG Anunoby,24.0,TOR,SF,48.0,6.4,14.5,0.443,2.4,6.6,0.363,0.511,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,17.1
Kyle Kuzma,26.0,WAS,PF,66.0,6.4,14.2,0.452,1.9,5.7,0.341,0.526,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,17.1
Caris LeVert,27.0,2TM,SG,58.0,6.5,14.7,0.444,1.4,4.4,0.32,0.497,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,17.0
Caris LeVert,27.0,IND,SG,39.0,7.1,15.9,0.447,1.6,4.8,0.323,0.501,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,18.7
Caris LeVert,27.0,CLE,SG,19.0,5.3,12.2,0.435,1.1,3.5,0.313,0.485,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,13.6
Keldon Johnson,22.0,SAS,SF,75.0,6.3,13.5,0.466,2.1,5.3,0.398,0.51,0.756,1.1,5.0,6.1,2.1,0.8,0.2,1.2,17.0
Reggie Jackson,31.0,LAC,SG,75.0,6.4,16.3,0.392,2.2,6.8,0.326,0.439,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,16.8
Harrison Barnes,29.0,SAC,PF,77.0,5.1,10.8,0.469,1.8,4.7,0.394,0.525,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,16.4
Cole Anthony,21.0,ORL,PG,65.0,5.5,14.0,0.391,2.0,6.0,0.338,0.432,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,16.3
Jalen Brunson,25.0,DAL,SG,79.0,6.4,12.8,0.502,1.2,3.2,0.373,0.545,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,16.3
Jaren Jackson Jr.,22.0,MEM,PF,78.0,5.5,13.3,0.415,1.6,5.1,0.319,0.476,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,16.3
John Collins,24.0,ATL,PF,54.0,6.3,11.9,0.526,1.2,3.3,0.364,0.588,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,16.2
Jarrett Allen,23.0,CLE,C,56.0,6.6,9.7,0.677,0.0,0.2,0.1,0.688,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,16.1
Saddiq Bey,22.0,DET,SF,82.0,5.5,13.9,0.396,2.6,7.4,0.346,0.454,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,16.1
Jordan Clarkson,29.0,UTA,SG,79.0,5.9,14.1,0.419,2.4,7.6,0.318,0.535,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,16.0
Collin Sexton,23.0,CLE,SG,11.0,6.2,13.7,0.45,1.0,4.1,0.244,0.538,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,16.0
Gordon Hayward,31.0,CHO,SF,49.0,5.8,12.6,0.459,1.8,4.5,0.391,0.496,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,15.9
Buddy Hield,29.0,2TM,SG,81.0,5.5,13.6,0.406,3.2,8.8,0.366,0.482,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,15.6
Buddy Hield,29.0,SAC,SG,55.0,4.8,12.6,0.382,3.3,9.0,0.368,0.419,0.87,0.8,3.2,4.0,1.9,0.9,0.3,1.6,14.4
Buddy Hield,29.0,IND,SG,26.0,7.0,15.6,0.447,3.1,8.5,0.362,0.549,0.886,0.9,4.2,5.1,4.8,1.0,0.4,2.4,18.2
Rudy Gobert,29.0,UTA,C,66.0,5.5,7.7,0.713,0.0,0.1,0.0,0.718,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,15.6
Kevin Porter Jr.,21.0,HOU,PG,61.0,5.5,13.2,0.415,2.5,6.8,0.375,0.456,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,15.6
Marcus Morris,32.0,LAC,PF,54.0,5.6,12.8,0.434,1.9,5.1,0.367,0.478,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,15.4
Tyrese Haliburton,21.0,2TM,PG,77.0,5.6,11.8,0.473,2.1,5.1,0.414,0.517,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,15.3
Tyrese Haliburton,21.0,SAC,SG,51.0,5.3,11.5,0.457,2.0,4.9,0.413,0.491,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,14.3
Tyrese Haliburton,21.0,IND,PG,26.0,6.2,12.4,0.502,2.2,5.3,0.416,0.565,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,17.5
Scottie Barnes,20.0,TOR,PF,74.0,6.2,12.6,0.492,0.8,2.6,0.301,0.543,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,15.3
Franz Wagner,20.0,ORL,SF,79.0,5.8,12.3,0.468,1.2,3.4,0.354,0.511,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,15.2
Bogdan Bogdanović,29.0,ATL,SG,63.0,5.4,12.6,0.431,2.7,7.3,0.368,0.516,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,15.1
Wendell Carter Jr.,22.0,ORL,PF,62.0,5.8,11.0,0.525,1.1,3.5,0.327,0.615,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,15.0
Seth Curry,31.0,2TM,SG,64.0,5.6,11.5,0.487,2.5,5.8,0.422,0.553,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,15.0
Seth Curry,31.0,PHI,SG,45.0,5.7,11.7,0.485,2.2,5.6,0.4,0.561,0.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,15.0
Seth Curry,31.0,BRK,SG,19.0,5.5,11.1,0.493,3.1,6.5,0.468,0.529,0.857,0.2,2.4,2.6,2.6,0.9,0.2,1.3,14.9
Aaron Gordon,26.0,DEN,PF,75.0,5.8,11.1,0.52,1.2,3.5,0.335,0.605,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,15.0
Evan Mobley,20.0,CLE,PF,69.0,6.1,12.0,0.508,0.3,1.3,0.25,0.541,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,15.0
Jusuf Nurkić,27.0,POR,C,56.0,5.7,10.7,0.535,0.3,1.0,0.268,0.563,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,15.0
Kelly Oubre Jr.,26.0,CHO,SF,76.0,5.4,12.3,0.44,2.5,7.3,0.345,0.578,0.667,1.0,2.9,4.0,1.1,1.0,0.4,0.9,15.0
Josh Hart,26.0,2TM,SG,54.0,5.3,10.5,0.504,1.4,3.9,0.343,0.601,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,14.9
Josh Hart,26.0,NOP,SG,41.0,4.8,9.4,0.505,1.0,3.2,0.323,0.598,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,13.4
Josh Hart,26.0,POR,SG,13.0,7.1,14.1,0.503,2.4,6.4,0.373,0.61,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,19.9
Lauri Markkanen,24.0,CLE,SF,61.0,5.1,11.5,0.445,2.2,6.2,0.358,0.548,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,14.8
Will Barton,31.0,DEN,SG,71.0,5.5,12.6,0.438,2.2,6.1,0.365,0.504,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,14.7
Jaylen Hoard,22.0,OKC,SF,7.0,6.3,12.9,0.489,1.3,3.6,0.36,0.538,0.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,14.7
Chris Paul,36.0,PHO,PG,65.0,5.6,11.3,0.493,1.0,3.1,0.317,0.559,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,14.7
Bobby Portis,26.0,MIL,C,72.0,5.8,12.1,0.479,1.8,4.7,0.393,0.533,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,14.6
Mikal Bridges,25.0,PHO,SF,82.0,5.6,10.5,0.534,1.4,3.8,0.369,0.628,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,14.2
Tim Hardaway Jr.,29.0,DAL,SG,42.0,5.0,12.6,0.394,2.4,7.2,0.336,0.473,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,14.2
Evan Fournier,29.0,NYK,SG,80.0,5.0,12.1,0.417,3.0,7.7,0.389,0.465,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,14.1
Malik Monk,23.0,LAL,SG,76.0,5.1,10.9,0.473,2.3,5.8,0.391,0.568,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,13.8
Spencer Dinwiddie,28.0,2TM,PG,67.0,4.6,11.0,0.416,1.7,4.9,0.339,0.479,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,13.7
Spencer Dinwiddie,28.0,WAS,PG,44.0,4.2,11.2,0.376,1.6,5.1,0.31,0.432,0.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,12.6
Spencer Dinwiddie,28.0,DAL,PG,23.0,5.3,10.6,0.498,1.8,4.5,0.404,0.568,0.725,0.4,2.7,3.1,3.9,0.7,0.3,1.3,15.8
Mike Conley,34.0,UTA,PG,72.0,4.8,11.0,0.435,2.3,5.8,0.408,0.464,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,13.7
Kevin Love,33.0,CLE,C,74.0,4.4,10.3,0.43,2.5,6.4,0.392,0.493,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,13.6
Dennis Schröder,28.0,2TM,PG,64.0,4.9,11.3,0.431,1.3,3.9,0.344,0.477,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,13.5
Dennis Schröder,28.0,BOS,PG,49.0,5.2,11.9,0.44,1.4,3.9,0.349,0.485,0.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,14.4
Dennis Schröder,28.0,HOU,PG,15.0,3.7,9.3,0.393,1.3,3.9,0.328,0.439,0.872,0.4,2.9,3.3,5.9,0.8,0.2,2.6,10.9
Jakob Poeltl,26.0,SAS,C,68.0,6.0,9.8,0.618,0.0,0.0,1.0,0.618,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,13.5
Eric Gordon,33.0,HOU,SG,57.0,4.7,9.9,0.475,2.2,5.3,0.412,0.548,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,13.4
De'Andre Hunter,24.0,ATL,SF,53.0,4.8,10.8,0.442,1.4,3.7,0.379,0.474,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,13.4
Kyle Lowry,35.0,MIA,PG,63.0,4.4,10.0,0.44,2.3,6.1,0.377,0.539,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,13.4
Carmelo Anthony,37.0,LAL,PF,69.0,4.6,10.5,0.441,2.2,5.8,0.375,0.521,0.83,0.9,3.3,4.2,1.0,0.7,0.8,0.9,13.3
Derrick White,27.0,2TM,SG,75.0,4.5,10.7,0.421,1.5,4.9,0.312,0.515,0.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,13.2
Derrick White,27.0,SAS,SG,49.0,5.0,11.6,0.426,1.7,5.3,0.314,0.519,0.869,0.5,3.0,3.5,5.6,1.0,0.9,1.8,14.4
Derrick White,27.0,BOS,SG,26.0,3.6,8.8,0.409,1.3,4.3,0.306,0.504,0.853,0.5,2.9,3.4,3.5,0.6,0.6,1.2,11.0
Kentavious Caldwell-Pope,28.0,WAS,SG,77.0,4.7,10.8,0.435,2.1,5.3,0.39,0.48,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,13.2
Montrezl Harrell,28.0,2TM,C,71.0,5.0,7.8,0.645,0.1,0.2,0.235,0.658,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,13.1
Montrezl Harrell,28.0,WAS,C,46.0,5.4,8.3,0.645,0.1,0.3,0.267,0.66,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,14.1
Montrezl Harrell,28.0,CHO,C,25.0,4.4,6.9,0.645,0.0,0.1,0.0,0.653,0.692,2.1,2.8,4.9,2.0,0.4,0.5,0.9,11.4
Chris Duarte,24.0,IND,SG,55.0,4.9,11.3,0.432,1.7,4.6,0.369,0.475,0.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,13.1
Ricky Rubio,31.0,CLE,PG,34.0,4.4,12.1,0.363,1.7,5.1,0.339,0.38,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,13.1
Lonzo Ball,24.0,CHI,PG,35.0,4.6,10.9,0.423,3.1,7.4,0.423,0.423,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,13.0
LaMarcus Aldridge,36.0,BRK,C,47.0,5.4,9.7,0.55,0.3,1.0,0.304,0.578,0.873,1.6,3.9,5.5,0.9,0.3,1.0,0.9,12.9
Myles Turner,25.0,IND,C,42.0,4.8,9.4,0.509,1.5,4.4,0.333,0.662,0.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,12.9
Brandon Williams,22.0,POR,PG,24.0,4.4,11.8,0.372,1.3,4.4,0.292,0.42,0.701,0.8,2.3,3.1,3.9,1.0,0.4,2.4,12.9
Coby White,21.0,CHI,PG,61.0,4.6,10.6,0.433,2.2,5.8,0.385,0.491,0.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,12.7
Monte Morris,26.0,DEN,PG,75.0,5.0,10.3,0.484,1.7,4.2,0.395,0.545,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,12.6
Josh Giddey,19.0,OKC,SF,54.0,5.2,12.4,0.419,1.0,3.9,0.263,0.492,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,12.5
Cameron Johnson,25.0,PHO,PF,66.0,4.2,9.2,0.46,2.5,5.9,0.425,0.523,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,12.5
Brook Lopez,33.0,MIL,C,13.0,4.7,10.1,0.466,1.5,4.1,0.358,0.538,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,12.4
Victor Oladipo,29.0,MIA,SG,8.0,4.4,9.1,0.479,1.9,4.5,0.417,0.541,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,12.4
Devin Vassell,21.0,SAS,SF,71.0,4.6,10.8,0.427,1.9,5.4,0.361,0.492,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,12.3
Malik Beasley,25.0,MIN,SG,79.0,4.2,10.8,0.391,3.0,8.1,0.377,0.432,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,12.1
